page,action,key,value,timestamp
index,opened page,,,1751465495629
map,selected helipad,,,1751465496561
Heart Rate,opened sensor tab,,,1751465573265
Heart Rate,keypad open,,,1751465573266
Heart Rate,show action buttons,,,1751465573266
Heart Rate,opened sensor tab,,,1751465644819
Heart Rate,show action buttons,,,1751465644820
speak text,Receieved text and level:Are you ready to start?normal,,,1751465666931
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1751465666932
index,confirm button pressed,,,1751465670223
,,,,
map,selected helipad,,,1751465671288
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1751465672481
,Controller Executing: click on confirm-button with value: undefined,,,1751465677958
,,,,
checklist,opened page,,,1751465678070
map,selected helipad,,,1751465679046
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1751465679697
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1751465679698
checklist,toggled checkbox,,,1751465688389
checklist,toggled checkbox,,,1751465690298
checklist,toggled checkbox,,,1751465694867
checklist,showing confirm button,,,1751465694867
,Controller Executing: click on confirm-button with value: undefined,,,1751465697745
checklist,confirm button clicked,,,1751465697745
countdown,opened page,,,1751465697812
map,selected helipad,,,1751465698792
countdown,countdown now 4,,,1751465698815
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1751465699058
countdown,countdown now 3,,,1751465699816
countdown,countdown now 2,,,1751465700817
countdown,countdown now 1,,,1751465701818
countdown,countdown now 0,,,1751465702817
countdown,countdown complete,,,1751465703815
,Starting prompt cycle,,,1751465704867
,Starting prompt cycle,,,1751465704898
map,selected helipad,,,1751465704888
inflight,displaying vitals prompt,,,1751465712140
vitals prompt,vitals_prompt 1,,,1751465712141
speak text,Receieved text and level:May I show you the map?normal,,,1751465711983
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1751465711984
speak text,Receieved text and level:Opening mapnormal,,,1751465715838
Jarvis speaking,Message: Opening map Stress level: normal,,,1751465715838
map,selected helipad,,,1751465716407
,user acknowledged vitals prompt,,,1751465717023
map,selected helipad,,,1751465716915
Heart Rate,opened sensor tab,,,1751465718207
Heart Rate,capture,,,1751465719480
Heart Rate,capture,,,1751465719480
Heart Rate,capture,,,1751465720496
Heart Rate,keypad open,,,1751465720496
Heart Rate,keypad press,5,5,1751465721215
Heart Rate,keypad press,5,55,1751465721375
Heart Rate,show action buttons,,,1751465721895
Heart Rate,keypad press,10,55,1751465721896
Heart Rate,log,,,1751465722447
Heart Rate,log,,,1751465722447
Heart Rate,log,,,1751465723462
Heart Rate,save,,,1751465723823
Heart Rate,save,,,1751465724841
O₂ Saturation,opened sensor tab,,,1751465725719
O₂ Saturation,capture,,,1751465726575
O₂ Saturation,capture,,,1751465726575
vitals prompt,auto off vitals prompt,,,1751465727143
O₂ Saturation,capture,,,1751465727589
O₂ Saturation,keypad open,,,1751465727589
O₂ Saturation,keypad press,1,1,1751465728375
O₂ Saturation,keypad press,11,10,1751465729008
O₂ Saturation,keypad press,11,100,1751465729183
O₂ Saturation,show action buttons,,,1751465729807
O₂ Saturation,keypad press,10,100,1751465729807
O₂ Saturation,log,,,1751465730929
O₂ Saturation,log,,,1751465730930
O₂ Saturation,log,,,1751465731940
O₂ Saturation,save,,,1751465732295
O₂ Saturation,save,,,1751465733309
Blood Pressure,opened sensor tab,,,1751465733711
Blood Pressure,capture,,,1751465734480
Blood Pressure,capture,,,1751465734480
Blood Pressure,keypad open,,,1751465735495
Blood Pressure,keypad press,1,1,1751465736145
Blood Pressure,keypad press,2,12,1751465736455
Blood Pressure,keypad press,11,120,1751465737048
Blood Pressure,keypad press,8,1208,1751465737719
Blood Pressure,keypad press,11,12080,1751465738167
Blood Pressure,show action buttons,,,1751465738663
Blood Pressure,keypad press,10,12080,1751465738664
Blood Pressure,log,,,1751465739487
Blood Pressure,log,,,1751465739487
Blood Pressure,log,,,1751465740503
Blood Pressure,save,,,1751465740919
Blood Pressure,save,,,1751465741934
submit,submit,,,1751465742440
submit,submit,,,1751465742440
speak text,Receieved text and level:Vitals received.normal,,,1751465745067
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1751465745068
speak text,Receieved text and level:Call me if you need any help.normal,,,1751465755451
Jarvis speaking,Message: Call me if you need any help. Stress level: normal,,,1751465755452
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1751465798555
radio update,radio update asked,,,1751465798556
radio prompt,radio update prompt 1,,,1751465798557
inflight,displaying vitals prompt,,,1751465880216
vitals prompt,log vitals prompted,,,1751465880216
vitals prompt,vitals_prompt 2,,,1751465880217
,user acknowledged vitals prompt,,,1751465884262
Heart Rate,opened sensor tab,,,1751465885822
Heart Rate,capture,,,1751465886478
Heart Rate,capture,,,1751465887497
Heart Rate,keypad open,,,1751465887499
Heart Rate,keypad press,5,5,1751465888422
Heart Rate,keypad press,5,55,1751465888590
Heart Rate,show action buttons,,,1751465889085
Heart Rate,keypad press,10,55,1751465889086
Heart Rate,log,,,1751465889862
Heart Rate,log,,,1751465889862
Heart Rate,log,,,1751465890876
Heart Rate,save,,,1751465890886
Heart Rate,save,,,1751465891903
O₂ Saturation,opened sensor tab,,,1751465892022
O₂ Saturation,capture,,,1751465892854
O₂ Saturation,capture,,,1751465893867
O₂ Saturation,keypad press,1,1,1751465894773
vitals prompt,auto off vitals prompt,,,1751465895217
O₂ Saturation,keypad press,11,10,1751465895501
O₂ Saturation,keypad press,11,100,1751465895670
O₂ Saturation,keypad press,10,100,1751465896064
O₂ Saturation,log,,,1751465897110
O₂ Saturation,log,,,1751465897110
O₂ Saturation,log,,,1751465898125
O₂ Saturation,save,,,1751465898453
O₂ Saturation,save,,,1751465898454
O₂ Saturation,save,,,1751465899465
Blood Pressure,opened sensor tab,,,1751465899478
Blood Pressure,capture,,,1751465900310
Blood Pressure,capture,,,1751465901321
Blood Pressure,keypad press,1,1,1751465901957
Blood Pressure,keypad press,2,12,1751465902311
Blood Pressure,keypad press,11,120,1751465902870
Blood Pressure,keypad press,8,1208,1751465903318
Blood Pressure,show action buttons,,,1751465904062
Blood Pressure,capture,,,1751465905702
Blood Pressure,log,,,1751465909677
Blood Pressure,log,,,1751465909678
Blood Pressure,log,,,1751465910697
Blood Pressure,save,,,1751465911182
