page,action,key,value,timestamp
index,opened page,,,1751466338160
index,opened page,,,1751466339280
map,selected helipad,,,1751466340210
Heart Rate,opened sensor tab,,,1751466392508
Heart Rate,keypad open,,,1751466392509
Heart Rate,show action buttons,,,1751466392510
Heart Rate,opened sensor tab,,,1751466453333
Heart Rate,keypad open,,,1751466453335
Heart Rate,show action buttons,,,1751466453335
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1751466467868
index,confirm button pressed,,,1751466470991
,,,,
map,selected helipad,,,1751466472058
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1751466472868
,Controller Executing: click on confirm-button with value: undefined,,,1751466478214
,,,,
checklist,opened page,,,1751466478304
map,selected helipad,,,1751466479282
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1751466480052
checklist,toggled checkbox,,,1751466487284
checklist,toggled checkbox,,,1751466490193
checklist,showing confirm button,,,1751466492929
,Controller Executing: click on confirm-button with value: undefined,,,1751466495445
checklist,confirm button clicked,,,1751466495445
countdown,opened page,,,1751466495513
map,selected helipad,,,1751466496500
countdown,countdown now 4,,,1751466496517
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1751466497087
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1751466497087
countdown,countdown now 3,,,1751466497515
countdown,countdown now 2,,,1751466498518
countdown,countdown now 1,,,1751466499515
countdown,countdown now 0,,,1751466500514
countdown,countdown complete,,,1751466501521
,Starting prompt cycle,,,1751466502386
,Starting prompt cycle,,,1751466502419
map,selected helipad,,,1751466502634
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1751466506168
radio update,radio update asked,,,1751466506168
radio prompt,radio update prompt 1,,,1751466506168
emergency,trying to change destination to100,,,1751466506694
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1751466509659
emergency,trying to change destination to19,,,1751466511678
speak text,Receieved text and level:Opening mapnormal,,,1751466514557
Jarvis speaking,Message: Opening map Stress level: normal,,,1751466514557
map,selected helipad,,,1751466515131
map,show map,,,1751466515644
map,selected helipad,,,1751466515645
emergency,trying to change destination to19,,,1751466516688
emergency,trying to change destination to19,,,1751466521696
emergency,trying to change destination to19,,,1751466526684
speak text,Receieved text and level:Call me if you need any helpnormal,,,1751466527886
Jarvis speaking,Message: Call me if you need any help Stress level: normal,,,1751466527886
emergency,trying to change destination to19,,,1751466531686
emergency,trying to change destination to19,,,1751466536661
emergency,trying to change destination to19,,,1751466541675
emergency,trying to change destination to19,,,1751466546688
emergency,trying to change destination to19,,,1751466551658
emergency,trying to change destination to19,,,1751466556673
emergency,trying to change destination to19,,,1751466561686
emergency,trying to change destination to19,,,1751466566657
emergency,trying to change destination to19,,,1751466571673
inflight,displaying vitals prompt,,,1751466574543
vitals prompt,vitals_prompt 1,,,1751466574544
emergency,trying to change destination to19,,,1751466576684
,user acknowledged vitals prompt,,,1751466578680
Heart Rate,opened sensor tab,,,1751466579712
Heart Rate,capture,,,1751466580863
emergency,trying to change destination to19,,,1751466581656
Heart Rate,capture,,,1751466581882
Heart Rate,keypad open,,,1751466581882
Heart Rate,keypad press,5,5,1751466582984
Heart Rate,keypad press,5,55,1751466583143
Heart Rate,show action buttons,,,1751466583912
Heart Rate,keypad press,10,55,1751466583913
Heart Rate,log,,,1751466584927
Heart Rate,log,,,1751466584928
Heart Rate,log,,,1751466585948
Heart Rate,save,,,1751466586408
Heart Rate,save,,,1751466586408
emergency,trying to change destination to19,,,1751466586675
Heart Rate,save,,,1751466587421
O₂ Saturation,opened sensor tab,,,1751466587863
vitals prompt,auto off vitals prompt,,,1751466589544
O₂ Saturation,capture,,,1751466589665
O₂ Saturation,capture,,,1751466589666
O₂ Saturation,capture,,,1751466590685
