page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752100919618
Heart Rate,show action buttons,,,1752100919619
Heart Rate,opened sensor tab,,,1752101013121
Heart Rate,keypad open,,,1752101013121
Heart Rate,show action buttons,,,1752101013121
speak text,Receieved text and level:Are you ready to start?normal,,,1752101047039
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752101047040
,Controller Executing: click on start-button with value: undefined,,,1752101049819
index,confirm button pressed,,,1752101049819
,,,,
map,selected helipad,,,1752101050882
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752101051844
,Controller Executing: click on confirm-button with value: undefined,,,1752101056322
,,,,
checklist,opened page,,,1752101056443
map,selected helipad,,,1752101057436
checklist,toggled checkbox,,,1752101062253
checklist,toggled checkbox,,,1752101065168
checklist,toggled checkbox,,,1752101067430
checklist,showing confirm button,,,1752101067430
checklist,confirm button clicked,,,1752101071028
countdown,opened page,,,1752101071114
map,selected helipad,,,1752101072088
countdown,countdown now 4,,,1752101072121
countdown,countdown now 3,,,1752101073122
countdown,countdown now 2,,,1752101074122
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752101074251
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752101074252
countdown,countdown now 1,,,1752101075119
countdown,countdown now 0,,,1752101076119
countdown,countdown complete,,,1752101077116
,Starting prompt cycle,,,1752101078147
,Starting prompt cycle,,,1752101078153
map,selected helipad,,,1752101078247
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752101079943
radio update,radio update asked,,,1752101079943
radio prompt,radio update prompt 1,,,1752101079945
emergency,trying to change destination to100,,,1752101082306
Jarvis speaking,Message: Opening map Stress level: normal,,,1752101083880
map,selected helipad,,,1752101084758
map,selected helipad,,,1752101085255
emergency,trying to change destination to19,,,1752101087315
emergency,trying to change destination to19,,,1752101092330
emergency,trying to change destination to19,,,1752101097335
emergency,trying to change destination to19,,,1752101102315
vitals prompt,log vitals prompted,,,1752101103994
vitals prompt,vitals_prompt 1,,,1752101103995
emergency,trying to change destination to19,,,1752101107326
