page,action,key,value,timestamp
Heart Rate,save,,,1752098817426
Heart Rate,save,,,1752098817426
Heart Rate,log,,,1752098818021
Heart Rate,save,,,1752098818042
Heart Rate,save,,,1752098818042
Heart Rate,save,,,1752098819056
submit,submit,,,1752098820122
Heart Rate,opened sensor tab,,,1752099756263
Heart Rate,keypad open,,,1752099756264
Heart Rate,show action buttons,,,1752099756264
speak text,Receieved text and level:Are you ready to start?normal,,,1752099781838
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752099781839
index,confirm button pressed,,,1752099785259
,,,,
map,selected helipad,,,1752099786331
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752099787159
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752099787159
,Controller Executing: click on confirm-button with value: undefined,,,1752099793104
,,,,
checklist,opened page,,,1752099793209
map,selected helipad,,,1752099794189
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1752099796340
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752099796341
checklist,toggled checkbox,,,1752099804469
checklist,toggled checkbox,,,1752099807553
checklist,toggled checkbox,,,1752099810116
checklist,showing confirm button,,,1752099810116
,Controller Executing: click on confirm-button with value: undefined,,,1752099812799
checklist,confirm button clicked,,,1752099812799
countdown,opened page,,,1752099812892
map,selected helipad,,,1752099813858
countdown,countdown now 4,,,1752099813907
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752099814083
countdown,countdown now 3,,,1752099814893
countdown,countdown now 2,,,1752099815894
countdown,countdown now 1,,,1752099816894
countdown,countdown now 0,,,1752099817896
countdown,countdown complete,,,1752099818896
,Starting prompt cycle,,,1752099819323
,Starting prompt cycle,,,1752099819351
map,selected helipad,,,1752099820015
emergency,trying to change destination to100,,,1752099824059
speak text,Receieved text and level:May I show you the map?normal,,,1752099827708
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1752099827709
emergency,trying to change destination to19,,,1752099829069
inflight,displaying vitals prompt,,,1752099829408
vitals prompt,log vitals prompted,,,1752099829408
vitals prompt,vitals_prompt 1,,,1752099829409
emergency,trying to change destination to19,,,1752099834076
Jarvis speaking,Message: Opening map Stress level: normal,,,1752099834769
,user acknowledged vitals prompt,,,1752099834961
map,show map,,,1752099835517
map,show map,,,1752099836027
