page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752098873833
Heart Rate,show action buttons,,,1752098873834
speak text,Receieved text and level:Are you ready to start?normal,,,1752098905623
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752098905623
,Controller Executing: click on start-button with value: undefined,,,1752098913201
index,confirm button pressed,,,1752098913201
,,,,
map,selected helipad,,,1752098914276
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752098916298
,Controller Executing: click on confirm-button with value: undefined,,,1752098920419
,,,,
checklist,opened page,,,1752098920529
map,selected helipad,,,1752098921516
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752098926882
checklist,toggled checkbox,,,1752098934656
checklist,toggled checkbox,,,1752098937607
checklist,toggled checkbox,,,1752098940066
checklist,showing confirm button,,,1752098940067
checklist,confirm button clicked,,,1752098942756
countdown,opened page,,,1752098942838
map,selected helipad,,,1752098943812
countdown,countdown now 4,,,1752098943840
countdown,countdown now 3,,,1752098944840
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752098945398
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752098945399
countdown,countdown now 2,,,1752098945842
countdown,countdown now 1,,,1752098946839
countdown,countdown now 0,,,1752098947841
countdown,countdown complete,,,1752098948845
,Starting prompt cycle,,,1752098949892
,Starting prompt cycle,,,1752098949920
map,selected helipad,,,1752098949963
inflight,displaying vitals prompt,,,1752098956833
vitals prompt,log vitals prompted,,,1752098956834
vitals prompt,vitals_prompt 1,,,1752098956834
speak text,Receieved text and level:Opening mapnormal,,,1752098971485
Jarvis speaking,Message: Opening map Stress level: normal,,,1752098971485
vitals prompt,auto off vitals prompt,,,1752098971835
map,selected helipad,,,1752098971972
map,show map,,,1752098972480
map,selected helipad,,,1752098972480
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1752099000345
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752099042471
radio update,radio update asked,,,1752099042472
radio prompt,radio update prompt 1,,,1752099042472
map,selected helipad,,,1752099049256
inflight,displaying vitals prompt,,,1752099063798
vitals prompt,log vitals prompted,,,1752099063799
vitals prompt,vitals_prompt 2,,,1752099063799
,user acknowledged vitals prompt,,,1752099072529
Heart Rate,opened sensor tab,,,1752099074689
vitals prompt,auto off vitals prompt,,,1752099078800
Heart Rate,capture,,,1752099079203
Heart Rate,capture,,,1752099079204
Heart Rate,capture,,,1752099080223
Heart Rate,keypad open,,,1752099080223
Heart Rate,keypad press,5,5,1752099082297
Heart Rate,keypad press,5,55,1752099082513
Heart Rate,keypad press,10,55,1752099083434
Heart Rate,log,,,1752099086104
Heart Rate,log,,,1752099086105
Heart Rate,log,,,1752099087118
Heart Rate,save,,,1752099088624
Heart Rate,save,,,1752099088624
Heart Rate,save,,,1752099089638
submit,submit,,,1752099092177
O₂ Saturation,opened sensor tab,,,1752099093400
O₂ Saturation,capture,,,1752099095040
O₂ Saturation,capture,,,1752099096057
O₂ Saturation,keypad open,,,1752099096057
O₂ Saturation,keypad press,1,1,1752099100852
O₂ Saturation,keypad press,11,10,1752099103080
O₂ Saturation,keypad press,11,100,1752099103273
O₂ Saturation,show action buttons,,,1752099103704
O₂ Saturation,keypad press,10,100,1752099103706
O₂ Saturation,log,,,1752099104455
O₂ Saturation,log,,,1752099104456
O₂ Saturation,log,,,1752099105475
O₂ Saturation,save,,,1752099107136
O₂ Saturation,save,,,1752099107136
O₂ Saturation,save,,,1752099108150
Blood Pressure,opened sensor tab,,,1752099109786
Blood Pressure,capture,,,1752099111848
Blood Pressure,capture,,,1752099111848
Blood Pressure,capture,,,1752099112859
Blood Pressure,keypad open,,,1752099112859
Blood Pressure,keypad press,1,1,1752099114049
Blood Pressure,keypad press,2,12,1752099114504
Blood Pressure,keypad press,11,120,1752099115224
Blood Pressure,keypad press,8,1208,1752099116729
Blood Pressure,keypad press,11,12080,1752099117265
Blood Pressure,show action buttons,,,1752099117736
Blood Pressure,keypad press,10,12080,1752099117736
Blood Pressure,log,,,1752099118889
Blood Pressure,log,,,1752099119901
Blood Pressure,save,,,1752099120409
Blood Pressure,save,,,1752099120410
Blood Pressure,save,,,1752099121430
submit,submit,,,1752099122423
submit,submit,,,1752099122424
speak text,Receieved text and level:Vitals received.normal,,,1752099128204
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1752099128205
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752099137481
radio update,radio update asked,,,1752099137483
radio prompt,radio update prompt 2,,,1752099137483
map,selected helipad,,,1752099156130
map,selected helipad,,,1752099177168
map,selected helipad,,,1752099179571
inflight,displaying vitals prompt,,,1752099224574
vitals prompt,log vitals prompted,,,1752099224574
vitals prompt,vitals_prompt 3,,,1752099224575
,user acknowledged vitals prompt,,,1752099228575
Heart Rate,opened sensor tab,,,1752099230087
Heart Rate,capture,,,1752099231984
Heart Rate,capture,,,1752099232998
Heart Rate,keypad open,,,1752099232999
Heart Rate,keypad press,5,5,1752099234007
Heart Rate,keypad press,5,55,1752099234207
Heart Rate,keypad press,10,55,1752099234903
Heart Rate,log,,,1752099235733
Heart Rate,log,,,1752099236749
Heart Rate,save,,,1752099237231
Heart Rate,save,,,1752099237232
Heart Rate,save,,,1752099238246
O₂ Saturation,opened sensor tab,,,1752099239183
vitals prompt,auto off vitals prompt,,,1752099239576
O₂ Saturation,capture,,,1752099240063
O₂ Saturation,keypad open,,,1752099241080
O₂ Saturation,keypad press,1,1,1752099242265
O₂ Saturation,keypad press,11,10,1752099243447
O₂ Saturation,keypad press,11,100,1752099243632
O₂ Saturation,show action buttons,,,1752099244071
O₂ Saturation,keypad press,10,100,1752099244071
O₂ Saturation,log,,,1752099244810
O₂ Saturation,log,,,1752099245831
O₂ Saturation,save,,,1752099246327
O₂ Saturation,save,,,1752099246327
O₂ Saturation,save,,,1752099247341
Blood Pressure,opened sensor tab,,,1752099248912
Blood Pressure,capture,,,1752099249911
Blood Pressure,capture,,,1752099250930
Blood Pressure,keypad open,,,1752099250931
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752099252260
radio update,radio update asked,,,1752099252261
radio prompt,radio update prompt 3,,,1752099252261
Blood Pressure,keypad press,2,2,1752099254472
Blood Pressure,keypad press,3,23,1752099255063
Blood Pressure,keypad press,6,236,1752099257118
Blood Pressure,keypad press,1,2361,1752099260400
Blood Pressure,keypad press,9,23619,1752099261408
Blood Pressure,keypad press,6,236196,1752099262056
Blood Pressure,show action buttons,,,1752099262951
Blood Pressure,keypad press,10,236196,1752099262952
Blood Pressure,log,,,1752099263927
Blood Pressure,log,,,1752099264945
speak text,Receieved text and level:Medical Emergency.  I recommend changing altitude to 1000 feet.normal,,,1752099265220
Jarvis speaking,Message: Medical Emergency.  I recommend changing altitude to 1000 feet. Stress level: normal,,,1752099265220
Blood Pressure,save,,,1752099266471
Blood Pressure,save,,,1752099266471
Blood Pressure,save,,,1752099267485
submit,submit,,,1752099268799
speak text,"Receieved text and level:Acknowledged, proceeding to change altitudenormal",,,1752099274433
Jarvis speaking,"Message: Acknowledged, proceeding to change altitude Stress level: normal",,,1752099274433
map,selected helipad,,,1752099276086
,,,,
Jarvis speaking,Message: altitudehas been changed to1000 Stress level: normal,,,1752099289201
map,selected helipad,,,1752099291768
speak text,Receieved text and level:Vitals Stabilizednormal,,,1752099307479
Jarvis speaking,Message: Vitals Stabilized Stress level: normal,,,1752099307479
speak text,Receieved text and level:Opening mapnormal,,,1752099310875
Jarvis speaking,Message: Opening map Stress level: normal,,,1752099310876
map,selected helipad,,,1752099311771
map,show map,,,1752099312275
vitals prompt,log vitals prompted,,,1752099313223
vitals prompt,vitals_prompt 4,,,1752099313223
,user acknowledged vitals prompt,,,1752099316264
Blood Pressure,capture,,,1752099318167
Blood Pressure,capture,,,1752099318169
Blood Pressure,capture,,,1752099319179
Blood Pressure,keypad press,5,5,1752099320697
Blood Pressure,keypad press,5,55,1752099320854
Blood Pressure,show action buttons,,,1752099321310
Blood Pressure,keypad press,10,55,1752099321312
Blood Pressure,capture,,,1752099323319
Blood Pressure,capture,,,1752099323320
Blood Pressure,capture,,,1752099325183
Blood Pressure,capture,,,1752099325718
Blood Pressure,capture,,,1752099326183
O₂ Saturation,opened sensor tab,,,1752099326855
Heart Rate,opened sensor tab,,,1752099327536
