page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1753723954657
Heart Rate,keypad open,,,1753723954658
Heart Rate,show action buttons,,,1753723954658
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753724010675
index,confirm button pressed,,,1753724013462
,,,,
map,selected helipad,,,1753724014509
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1753724014871
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753724014872
,Controller Executing: click on confirm-button with value: undefined,,,1753724019394
,,,,
checklist,opened page,,,1753724019464
map,selected helipad,,,1753724020444
checklist,toggled checkbox,,,1753724024696
checklist,toggled checkbox,,,1753724026597
checklist,toggled checkbox,,,1753724028625
checklist,showing confirm button,,,1753724028625
,Controller Executing: click on confirm-button with value: undefined,,,1753724029906
checklist,confirm button clicked,,,1753724029906
countdown,opened page,,,1753724029965
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1753724030922
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1753724030922
map,selected helipad,,,1753724030950
countdown,countdown now 4,,,1753724030967
countdown,countdown now 3,,,1753724031967
countdown,countdown now 2,,,1753724032968
countdown,countdown now 1,,,1753724033968
countdown,countdown now 0,,,1753724034968
countdown,countdown complete,,,1753724035967
,Starting prompt cycle,,,1753724036743
,Starting prompt cycle,,,1753724036775
map,selected helipad,,,1753724037063
emergency,trying to change destination to100,,,1753724041124
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753724045261
radio update,radio update asked,,,1753724045262
radio prompt,radio update prompt 1,,,1753724045262
emergency,trying to change destination to19,,,1753724046105
speak text,Receieved text and level:Opening mapnormal,,,1753724049437
Jarvis speaking,Message: Opening map Stress level: normal,,,1753724049438
map,selected helipad,,,1753724050093
map,show map,,,1753724050575
emergency,trying to change destination to19,,,1753724051116
emergency,trying to change destination to19,,,1753724056093
emergency,trying to change destination to19,,,1753724061105
emergency,trying to change destination to19,,,1753724066116
emergency,trying to change destination to19,,,1753724071126
emergency,trying to change destination to19,,,1753724076088
emergency,trying to change destination to19,,,1753724081107
speak text,Receieved text and level:Less than ten minutes to destinationnormal,,,1753724081674
Jarvis speaking,Message: Less than ten minutes to destination Stress level: normal,,,1753724081674
emergency,trying to change destination to19,,,1753724086089
speak text,Receieved text and level:Enjoy the flightnormal,,,1753724088231
Jarvis speaking,Message: Enjoy the flight Stress level: normal,,,1753724088232
emergency,trying to change destination to19,,,1753724091108
emergency,trying to change destination to19,,,1753724096121
emergency,trying to change destination to19,,,1753724101091
inflight,displaying vitals prompt,,,1753724102025
vitals prompt,log vitals prompted,,,1753724102026
vitals prompt,vitals_prompt 1,,,1753724102026
emergency,trying to change destination to19,,,1753724106096
,user acknowledged vitals prompt,,,1753724107035
Heart Rate,opened sensor tab,,,1753724107979
Heart Rate,capture,,,1753724109106
Heart Rate,capture,,,1753724109107
Heart Rate,capture,,,1753724110119
Heart Rate,keypad open,,,1753724110119
Heart Rate,keypad press,5,5,1753724110762
Heart Rate,keypad press,5,55,1753724110939
emergency,trying to change destination to19,,,1753724111114
Heart Rate,show action buttons,,,1753724111549
Heart Rate,keypad press,10,55,1753724111549
Heart Rate,log,,,1753724112418
Heart Rate,save,,,1753724112857
Heart Rate,save,,,1753724112858
Heart Rate,log,,,1753724113431
Heart Rate,save,,,1753724113803
Heart Rate,save,,,1753724113804
Heart Rate,save,,,1753724114824
O₂ Saturation,opened sensor tab,,,1753724115562
emergency,trying to change destination to19,,,1753724116090
O₂ Saturation,capture,,,1753724116298
O₂ Saturation,capture,,,1753724116298
vitals prompt,auto off vitals prompt,,,1753724117028
O₂ Saturation,capture,,,1753724117317
O₂ Saturation,keypad open,,,1753724117318
O₂ Saturation,keypad press,1,1,1753724118139
O₂ Saturation,keypad press,11,10,1753724118874
O₂ Saturation,keypad press,11,100,1753724119002
O₂ Saturation,show action buttons,,,1753724119402
O₂ Saturation,keypad press,10,100,1753724119402
O₂ Saturation,log,,,1753724120243
O₂ Saturation,log,,,1753724120243
emergency,trying to change destination to19,,,1753724121092
O₂ Saturation,log,,,1753724121254
O₂ Saturation,save,,,1753724122466
O₂ Saturation,save,,,1753724123485
Blood Pressure,opened sensor tab,,,1753724124346
Blood Pressure,capture,,,1753724125179
Blood Pressure,capture,,,1753724125179
emergency,trying to change destination to19,,,1753724126114
Blood Pressure,capture,,,1753724126196
Blood Pressure,keypad open,,,1753724126197
Blood Pressure,keypad press,1,1,1753724126779
Blood Pressure,keypad press,2,12,1753724127034
Blood Pressure,keypad press,11,120,1753724127620
Blood Pressure,keypad press,8,1208,1753724127946
Blood Pressure,keypad press,11,12080,1753724128226
Blood Pressure,show action buttons,,,1753724128570
Blood Pressure,keypad press,10,12080,1753724128570
Blood Pressure,log,,,1753724129458
Blood Pressure,log,,,1753724129458
Blood Pressure,log,,,1753724130476
Blood Pressure,save,,,1753724130970
Blood Pressure,save,,,1753724130971
emergency,trying to change destination to19,,,1753724131087
Blood Pressure,save,,,1753724131985
submit,submit,,,1753724133554
submit,submit,,,1753724133554
emergency,trying to change destination to19,,,1753724136102
speak text,Receieved text and level:Vitals received and stable. All clear.normal,,,1753724138461
Jarvis speaking,Message: Vitals received and stable. All clear. Stress level: normal,,,1753724138461
emergency,trying to change destination to19,,,1753724141115
Jarvis speaking,Message: are you enjoying the flight? Stress level: normal,,,1753724144678
emergency,trying to change destination to19,,,1753724146122
emergency,trying to change destination to19,,,1753724151092
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753724152076
radio update,radio update asked,,,1753724152076
radio prompt,radio update prompt 2,,,1753724152076
emergency,trying to change destination to19,,,1753724156112
Jarvis speaking,Message: Thanks Stress level: normal,,,1753724161115
emergency,trying to change destination to19,,,1753724161123
emergency,trying to change destination to19,,,1753724166090
emergency,trying to change destination to19,,,1753724171114
emergency,trying to change destination to19,,,1753724176125
inflight,displaying vitals prompt,,,1753724177476
vitals prompt,log vitals prompted,,,1753724177476
vitals prompt,vitals_prompt 2,,,1753724177477
,user acknowledged vitals prompt,,,1753724179642
Heart Rate,opened sensor tab,,,1753724180650
emergency,trying to change destination to19,,,1753724181104
Heart Rate,capture,,,1753724182219
Heart Rate,capture,,,1753724182220
Heart Rate,keypad open,,,1753724183235
Heart Rate,keypad press,5,5,1753724183995
Heart Rate,keypad press,5,55,1753724184155
Heart Rate,show action buttons,,,1753724184682
Heart Rate,keypad press,10,55,1753724184683
Heart Rate,log,,,1753724185427
emergency,trying to change destination to19,,,1753724186116
Heart Rate,log,,,1753724186440
Heart Rate,save,,,1753724186882
Heart Rate,save,,,1753724186883
Heart Rate,save,,,1753724187893
O₂ Saturation,opened sensor tab,,,1753724188291
O₂ Saturation,capture,,,1753724189275
O₂ Saturation,capture,,,1753724189275
O₂ Saturation,capture,,,1753724190292
O₂ Saturation,keypad open,,,1753724190292
O₂ Saturation,keypad press,1,1,1753724190748
emergency,trying to change destination to19,,,1753724191121
O₂ Saturation,keypad press,11,10,1753724191523
O₂ Saturation,keypad press,11,100,1753724191660
O₂ Saturation,show action buttons,,,1753724192227
O₂ Saturation,keypad press,10,100,1753724192228
vitals prompt,auto off vitals prompt,,,1753724192478
O₂ Saturation,log,,,1753724193019
O₂ Saturation,log,,,1753724194031
O₂ Saturation,save,,,1753724194963
O₂ Saturation,save,,,1753724194963
O₂ Saturation,save,,,1753724195974
emergency,trying to change destination to19,,,1753724196113
Blood Pressure,opened sensor tab,,,1753724196627
Blood Pressure,capture,,,1753724197555
Blood Pressure,capture,,,1753724198567
Blood Pressure,keypad open,,,1753724198567
Blood Pressure,keypad press,1,1,1753724199202
Blood Pressure,keypad press,2,12,1753724199410
Blood Pressure,keypad press,11,120,1753724200043
Blood Pressure,keypad press,8,1208,1753724200444
Blood Pressure,keypad press,11,12080,1753724200691
emergency,trying to change destination to19,,,1753724201111
Blood Pressure,keypad press,10,12080,1753724201427
Blood Pressure,log,,,1753724202186
Blood Pressure,log,,,1753724202187
Blood Pressure,log,,,1753724203204
Blood Pressure,save,,,1753724203428
Blood Pressure,save,,,1753724203429
Blood Pressure,save,,,1753724204445
submit,submit,,,1753724204923
emergency,trying to change destination to19,,,1753724206121
emergency,trying to change destination to19,,,1753724211107
map,hide map,,,1753724211107
emergency,"show Altitude Miscalibrated Warning, hide map",,,1753724211107
Inflight, Altitude alert activated,,,1753724211108
Inflight,showing emergency: low Sensor Miscalibrated <div> Report the reading from the secondary altitude gauge</div>,,,1753724211108
Jarvis speaking,"Message: Primary Altitude sensor miscalibrated. Request reading from secondary altitude gauge, left panel, second dial. Stress level: normal",,,1753724211108
speak text,Receieved text and level:Vitals received and stable.normal,,,1753724211327
Jarvis speaking,Message: Vitals received and stable. Stress level: normal,,,1753724211327
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753724213341
radio update,radio update asked,,,1753724213341
radio prompt,radio update prompt 3,,,1753724213341
emergency,trying to change destination to19,,,1753724216112
emergency,trying to change destination to19,,,1753724221127
speak text,Receieved text and level:settingaltitudeinputto4000normal,,,1753724224073
,Controller Executing: set-value on valueInput with value: 4000,,,1753724224074
emergency,trying to change destination to19,,,1753724226102
,Controller Executing: click on submit-button with value: undefined,,,1753724226985
Jarvis speaking,Message: Copy. Sensor miscalibration likely. WARNING CLEARED. System status: Normal. Continuing course. Stress level: normal,,,1753724226985
Inflight,user entered correct value: 12000,,,1753724226985
Inflight,user entered correct value: 12000,,,1753724229076
emergency,trying to change destination to19,,,1753724231117
emergency,trying to change destination to19,,,1753724236121
emergency,trying to change destination to19,,,1753724241093
emergency,trying to change destination to19,,,1753724246116
speak text,Receieved text and level:This is Jarvis. Did you talk to me?normal,,,1753724248709
Jarvis speaking,Message: This is Jarvis. Did you talk to me? Stress level: normal,,,1753724248709
emergency,trying to change destination to19,,,1753724251091
emergency,trying to change destination to19,,,1753724256101
speak text,Receieved text and level:How can I help you?normal,,,1753724259522
Jarvis speaking,Message: How can I help you? Stress level: normal,,,1753724259522
emergency,trying to change destination to19,,,1753724261110
speak text,Receieved text and level:Opening mapnormal,,,1753724261925
Jarvis speaking,Message: Opening map Stress level: normal,,,1753724261925
map,selected helipad,,,1753724262569
map,selected helipad,,,1753724263073
emergency,trying to change destination to19,,,1753724266091
emergency,trying to change destination to19,,,1753724271096
emergency,trying to change destination to19,,,1753724276112
emergency,trying to change destination to19,,,1753724281089
emergency,trying to change destination to19,,,1753724286101
inflight,displaying vitals prompt,,,1753724287339
