page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1753721218207
Heart Rate,keypad open,,,1753721218208
Heart Rate,show action buttons,,,1753721218209
Heart Rate,opened sensor tab,,,1753721576361
Heart Rate,capture,,,1753721580592
Heart Rate,capture,,,1753721580592
Heart Rate,capture,,,1753721581608
Heart Rate,keypad open,,,1753721581609
Heart Rate,keypad press,11,0,1753721583959
Heart Rate,keypad press,5,5,1753721586058
Heart Rate,keypad press,5,55,1753721586191
Heart Rate,show action buttons,,,1753721588281
Heart Rate,log,,,1753721589911
Heart Rate,log,,,1753721589912
Heart Rate,log,,,1753721590931
Heart Rate,save,,,1753721592095
Heart Rate,save,,,1753721592095
Heart Rate,save,,,1753721593108
O₂ Saturation,opened sensor tab,,,1753721595680
O₂ Saturation,capture,,,1753721598784
O₂ Saturation,capture,,,1753721598784
O₂ Saturation,keypad open,,,1753721599801
O₂ Saturation,keypad press,1,1,1753721602552
O₂ Saturation,keypad press,11,10,1753721603081
O₂ Saturation,keypad press,11,100,1753721603248
O₂ Saturation,show action buttons,,,1753721603927
O₂ Saturation,keypad press,10,100,1753721603928
O₂ Saturation,log,,,1753721604935
O₂ Saturation,log,,,1753721604936
O₂ Saturation,log,,,1753721605952
O₂ Saturation,save,,,1753721606233
O₂ Saturation,save,,,1753721606234
O₂ Saturation,save,,,1753721607246
Blood Pressure,opened sensor tab,,,1753721610536
Blood Pressure,capture,,,1753721611511
Blood Pressure,capture,,,1753721611512
Blood Pressure,capture,,,1753721612530
Blood Pressure,keypad open,,,1753721612531
Blood Pressure,keypad press,1,1,1753721616104
Blood Pressure,keypad press,2,12,1753721616512
Blood Pressure,keypad press,11,120,1753721617048
Blood Pressure,keypad press,8,1208,1753721617600
Blood Pressure,keypad press,11,12080,1753721618015
Blood Pressure,show action buttons,,,1753721618847
Blood Pressure,keypad press,10,12080,1753721618848
Blood Pressure,log,,,1753721619615
Blood Pressure,log,,,1753721619615
Blood Pressure,log,,,1753721620632
Blood Pressure,save,,,1753721621383
Blood Pressure,save,,,1753721621383
Blood Pressure,save,,,1753721622404
submit,submit,,,1753721623542
submit,submit,,,1753721623543
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753721691673
index,confirm button pressed,,,1753721695751
,,,,
map,selected helipad,,,1753721696796
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1753721698537
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753721698537
,Controller Executing: click on confirm-button with value: undefined,,,1753721704200
,,,,
checklist,opened page,,,1753721704290
map,selected helipad,,,1753721705271
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1753721705550
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1753721705550
checklist,toggled checkbox,,,1753721726177
checklist,toggled checkbox,,,1753721728323
checklist,showing confirm button,,,1753721730265
,Controller Executing: click on confirm-button with value: undefined,,,1753721732875
checklist,confirm button clicked,,,1753721732875
countdown,opened page,,,1753721732933
map,selected helipad,,,1753721733916
countdown,countdown now 4,,,1753721733935
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1753721734124
countdown,countdown now 3,,,1753721734935
countdown,countdown now 2,,,1753721735935
countdown,countdown now 1,,,1753721736935
countdown,countdown now 0,,,1753721737937
countdown,countdown complete,,,1753721738938
,Starting prompt cycle,,,1753721739451
,Starting prompt cycle,,,1753721739480
map,selected helipad,,,1753721739983
emergency,trying to change destination to100,,,1753721744013
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753721746902
radio prompt,radio update prompt 1,,,1753721746902
emergency,trying to change destination to19,,,1753721749031
emergency,trying to change destination to19,,,1753721754037
emergency,trying to change destination to19,,,1753721759017
emergency,trying to change destination to19,,,1753721764026
speak text,Receieved text and level:Opening mapnormal,,,1753721766191
Jarvis speaking,Message: Opening map Stress level: normal,,,1753721766191
map,selected helipad,,,1753721766989
map,show map,,,1753721767490
emergency,trying to change destination to19,,,1753721769038
emergency,trying to change destination to19,,,1753721774011
emergency,trying to change destination to19,,,1753721779026
emergency,trying to change destination to19,,,1753721784038
emergency,trying to change destination to19,,,1753721789009
emergency,trying to change destination to19,,,1753721794026
emergency,trying to change destination to19,,,1753721799034
emergency,trying to change destination to19,,,1753721804009
emergency,trying to change destination to19,,,1753721809013
emergency,trying to change destination to19,,,1753721814015
emergency,trying to change destination to19,,,1753721819008
inflight,displaying vitals prompt,,,1753721821053
vitals prompt,log vitals prompted,,,1753721821053
