page,action,key,value,timestamp
index,opened page,,,1753722352981
map,selected helipad,,,1753722353915
Heart Rate,opened sensor tab,,,1753722381361
Heart Rate,keypad open,,,1753722381363
Heart Rate,show action buttons,,,1753722381364
speak text,Receieved text and level:Are you ready to start?normal,,,1753722506171
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753722506171
index,confirm button pressed,,,1753722509824
,,,,
map,selected helipad,,,1753722510869
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1753722512166
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753722512166
,Controller Executing: click on confirm-button with value: undefined,,,1753722516724
,,,,
checklist,opened page,,,1753722516797
map,selected helipad,,,1753722517787
checklist,toggled checkbox,,,1753722520964
checklist,toggled checkbox,,,1753722523439
checklist,toggled checkbox,,,1753722525383
checklist,showing confirm button,,,1753722525383
,Controller Executing: click on confirm-button with value: undefined,,,1753722527934
checklist,confirm button clicked,,,1753722527934
countdown,opened page,,,1753722527995
map,selected helipad,,,1753722528981
countdown,countdown now 4,,,1753722528998
countdown,countdown now 3,,,1753722529998
countdown,countdown now 2,,,1753722530999
countdown,countdown now 1,,,1753722531996
countdown,countdown now 0,,,1753722532999
countdown,countdown complete,,,1753722533999
,Starting prompt cycle,,,1753722534472
,Starting prompt cycle,,,1753722534503
map,selected helipad,,,1753722535089
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753722538195
radio update,radio update asked,,,1753722538195
radio prompt,radio update prompt 1,,,1753722538195
speak text,Receieved text and level:Opening mapnormal,,,1753722543415
Jarvis speaking,Message: Opening map Stress level: normal,,,1753722543415
map,selected helipad,,,1753722544102
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1753722556570
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1753722556570
speak text,Receieved text and level:Less than ten minutes to destinationnormal,,,1753722569326
