page,action,key,value,timestamp
map,selected helipad,,,1753723158254
Heart Rate,opened sensor tab,,,1753723307944
Heart Rate,keypad open,,,1753723307945
Heart Rate,show action buttons,,,1753723307945
speak text,Receieved text and level:Are you ready to start?normal,,,1753723336891
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753723336892
index,confirm button pressed,,,1753723340938
,,,,
map,selected helipad,,,1753723341979
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1753723342485
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753723342485
,Controller Executing: click on confirm-button with value: undefined,,,1753723347375
,,,,
checklist,opened page,,,1753723347449
map,selected helipad,,,1753723348440
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1753723352232
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1753723352232
checklist,toggled checkbox,,,1753723359006
checklist,toggled checkbox,,,1753723361106
checklist,toggled checkbox,,,1753723363436
checklist,showing confirm button,,,1753723363437
checklist,confirm button clicked,,,1753723364902
countdown,opened page,,,1753723364956
map,selected helipad,,,1753723365941
countdown,countdown now 4,,,1753723365958
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1753723365981
countdown,countdown now 3,,,1753723366960
countdown,countdown now 2,,,1753723367959
countdown,countdown now 1,,,1753723368960
countdown,countdown now 0,,,1753723369959
countdown,countdown complete,,,1753723370957
,Starting prompt cycle,,,1753723371007
,Starting prompt cycle,,,1753723371036
map,selected helipad,,,1753723372007
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753723372714
radio update,radio update asked,,,1753723372715
radio prompt,radio update prompt 1,,,1753723372715
emergency,trying to change destination to100,,,1753723376038
speak text,Receieved text and level:Opening mapnormal,,,1753723377398
Jarvis speaking,Message: Opening map Stress level: normal,,,1753723377399
map,selected helipad,,,1753723378023
map,selected helipad,,,1753723378534
emergency,trying to change destination to19,,,1753723381031
emergency,trying to change destination to19,,,1753723386032
emergency,trying to change destination to19,,,1753723391044
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1753723391471
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1753723391471
emergency,trying to change destination to19,,,1753723396056
inflight,displaying vitals prompt,,,1753723400465
vitals prompt,log vitals prompted,,,1753723400465
vitals prompt,vitals_prompt 1,,,1753723400466
emergency,trying to change destination to19,,,1753723401031
,user acknowledged vitals prompt,,,1753723403570
Heart Rate,opened sensor tab,,,1753723404658
Heart Rate,capture,,,1753723405794
Heart Rate,capture,,,1753723405794
emergency,trying to change destination to19,,,1753723406043
Heart Rate,capture,,,1753723406814
Heart Rate,keypad press,5,5,1753723407498
Heart Rate,keypad press,5,55,1753723407658
Heart Rate,show action buttons,,,1753723408250
Heart Rate,keypad press,10,55,1753723408250
Heart Rate,log,,,1753723409106
Heart Rate,log,,,1753723409106
Heart Rate,log,,,1753723410116
emergency,trying to change destination to19,,,1753723411059
Heart Rate,save,,,1753723412931
Heart Rate,save,,,1753723412931
Heart Rate,save,,,1753723413948
O₂ Saturation,opened sensor tab,,,1753723414722
vitals prompt,auto off vitals prompt,,,1753723415466
emergency,trying to change destination to19,,,1753723416066
O₂ Saturation,capture,,,1753723416618
O₂ Saturation,capture,,,1753723416618
O₂ Saturation,capture,,,1753723417631
O₂ Saturation,keypad open,,,1753723417631
O₂ Saturation,keypad press,1,1,1753723418489
O₂ Saturation,keypad press,11,10,1753723419185
O₂ Saturation,keypad press,11,100,1753723419353
O₂ Saturation,show action buttons,,,1753723419873
O₂ Saturation,keypad press,10,100,1753723419874
O₂ Saturation,log,,,1753723420779
O₂ Saturation,log,,,1753723420780
emergency,trying to change destination to19,,,1753723421034
O₂ Saturation,log,,,1753723421799
O₂ Saturation,save,,,1753723422297
O₂ Saturation,save,,,1753723422297
O₂ Saturation,save,,,1753723423318
Blood Pressure,opened sensor tab,,,1753723424514
Blood Pressure,capture,,,1753723425930
Blood Pressure,capture,,,1753723425931
emergency,trying to change destination to19,,,1753723426059
Blood Pressure,capture,,,1753723426945
Blood Pressure,keypad open,,,1753723426946
Blood Pressure,keypad press,1,1,1753723427563
Blood Pressure,keypad press,2,12,1753723427873
Blood Pressure,keypad press,11,120,1753723428445
Blood Pressure,keypad press,8,1208,1753723428882
Blood Pressure,keypad press,11,12080,1753723429283
Blood Pressure,show action buttons,,,1753723430572
Blood Pressure,keypad press,10,12080,1753723430574
emergency,trying to change destination to19,,,1753723431069
Blood Pressure,log,,,1753723431281
Blood Pressure,log,,,1753723432295
Blood Pressure,save,,,1753723433074
Blood Pressure,save,,,1753723434091
submit,submit,,,1753723434865
submit,submit,,,1753723434865
emergency,trying to change destination to19,,,1753723436032
speak text,Receieved text and level:Vitals received and stable.normal,,,1753723440033
Jarvis speaking,Message: Vitals received and stable. Stress level: normal,,,1753723440034
emergency,trying to change destination to19,,,1753723441054
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753723445074
radio update,radio update asked,,,1753723445074
radio prompt,radio update prompt 2,,,1753723445074
emergency,trying to change destination to19,,,1753723446064
emergency,trying to change destination to19,,,1753723451031
emergency,trying to change destination to19,,,1753723456056
emergency,trying to change destination to19,,,1753723461069
speak text,"Receieved text and level:Sorry, Did you talk to me?normal",,,1753723462991
Jarvis speaking,"Message: Sorry, Did you talk to me? Stress level: normal",,,1753723462991
emergency,trying to change destination to19,,,1753723466042
emergency,trying to change destination to19,,,1753723471060
speak text,Receieved text and level:ok. Enjoy the flight.normal,,,1753723471374
Jarvis speaking,Message: ok. Enjoy the flight. Stress level: normal,,,1753723471374
inflight,displaying vitals prompt,,,1753723471898
vitals prompt,log vitals prompted,,,1753723471899
vitals prompt,vitals_prompt 2,,,1753723471899
,user acknowledged vitals prompt,,,1753723474426
Heart Rate,opened sensor tab,,,1753723475536
emergency,trying to change destination to19,,,1753723476038
Heart Rate,capture,,,1753723476633
Heart Rate,capture,,,1753723476633
Heart Rate,capture,,,1753723477647
Heart Rate,keypad open,,,1753723477647
Heart Rate,keypad press,5,5,1753723478128
Heart Rate,keypad press,5,55,1753723478345
Heart Rate,show action buttons,,,1753723478945
Heart Rate,keypad press,10,55,1753723478945
Heart Rate,log,,,1753723479850
Heart Rate,log,,,1753723479850
Heart Rate,log,,,1753723480863
emergency,trying to change destination to19,,,1753723481040
Heart Rate,save,,,1753723481392
Heart Rate,save,,,1753723481393
Heart Rate,save,,,1753723482409
O₂ Saturation,opened sensor tab,,,1753723483360
O₂ Saturation,capture,,,1753723484899
O₂ Saturation,capture,,,1753723485911
O₂ Saturation,keypad open,,,1753723485911
emergency,trying to change destination to19,,,1753723486056
O₂ Saturation,keypad press,1,1,1753723486556
vitals prompt,auto off vitals prompt,,,1753723486900
O₂ Saturation,keypad press,11,10,1753723487065
O₂ Saturation,keypad press,11,100,1753723487226
O₂ Saturation,keypad press,10,100,1753723487817
O₂ Saturation,log,,,1753723488656
O₂ Saturation,log,,,1753723489677
O₂ Saturation,save,,,1753723490387
emergency,trying to change destination to19,,,1753723491068
O₂ Saturation,save,,,1753723491399
Blood Pressure,opened sensor tab,,,1753723491905
Blood Pressure,capture,,,1753723492777
Blood Pressure,capture,,,1753723493795
Blood Pressure,keypad open,,,1753723493796
Blood Pressure,keypad press,1,1,1753723494321
Blood Pressure,keypad press,2,12,1753723494633
Blood Pressure,keypad press,11,120,1753723495202
Blood Pressure,keypad press,8,1208,1753723495888
emergency,trying to change destination to19,,,1753723496043
Blood Pressure,keypad press,11,12080,1753723496204
Blood Pressure,show action buttons,,,1753723496673
