page,action,key,value,timestamp
index,opened page,,,1753810179324
map,selected helipad,,,1753810180261
Heart Rate,opened sensor tab,,,1753810363242
Heart Rate,keypad open,,,1753810363242
Heart Rate,show action buttons,,,1753810363243
speak text,Receieved text and level:Are you ready to start?normal,,,1753810394574
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753810394574
index,confirm button pressed,,,1753810399047
,,,,
map,selected helipad,,,1753810400091
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753810400166
,Controller Executing: click on confirm-button with value: undefined,,,1753810405552
,,,,
checklist,opened page,,,1753810405616
map,selected helipad,,,1753810406600
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1753810411064
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1753810411064
checklist,toggled checkbox,,,1753810418039
checklist,toggled checkbox,,,1753810419383
checklist,toggled checkbox,,,1753810420961
checklist,showing confirm button,,,1753810420962
,Controller Executing: click on confirm-button with value: undefined,,,1753810422113
checklist,confirm button clicked,,,1753810422113
countdown,opened page,,,1753810422172
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1753810423113
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1753810423113
map,selected helipad,,,1753810423161
countdown,countdown now 4,,,1753810423173
countdown,countdown now 3,,,1753810424177
countdown,countdown now 2,,,1753810425173
countdown,countdown now 1,,,1753810426178
countdown,countdown now 0,,,1753810427172
countdown,countdown complete,,,1753810428179
,Starting prompt cycle,,,1753810428345
,Starting prompt cycle,,,1753810428369
map,selected helipad,,,1753810429287
inflight,displaying vitals prompt,,,1753810435810
vitals prompt,log vitals prompted,,,1753810435811
vitals prompt,vitals_prompt 1,,,1753810435812
speak text,Receieved text and level:Opening mapnormal,,,1753810436918
Jarvis speaking,Message: Opening map Stress level: normal,,,1753810436919
map,selected helipad,,,1753810437791
map,selected helipad,,,1753810438324
,user acknowledged vitals prompt,,,1753810440997
Heart Rate,opened sensor tab,,,1753810442876
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1753810444497
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1753810444497
Heart Rate,capture,,,1753810446372
Heart Rate,capture,,,1753810446373
Heart Rate,capture,,,1753810447385
Heart Rate,keypad open,,,1753810447386
Heart Rate,keypad press,5,5,1753810448213
Heart Rate,keypad press,5,55,1753810448372
Heart Rate,keypad press,10,55,1753810448949
Heart Rate,log,,,1753810450412
Heart Rate,log,,,1753810450412
vitals prompt,auto off vitals prompt,,,1753810450812
Heart Rate,log,,,1753810451431
Heart Rate,save,,,1753810451659
Heart Rate,save,,,1753810451660
Heart Rate,save,,,1753810452684
O₂ Saturation,opened sensor tab,,,1753810453427
O₂ Saturation,capture,,,1753810454189
O₂ Saturation,capture,,,1753810454190
O₂ Saturation,capture,,,1753810455199
O₂ Saturation,keypad open,,,1753810455199
O₂ Saturation,keypad press,1,1,1753810455924
O₂ Saturation,keypad press,11,10,1753810456668
O₂ Saturation,keypad press,11,100,1753810457012
O₂ Saturation,show action buttons,,,1753810457524
O₂ Saturation,keypad press,10,100,1753810457524
O₂ Saturation,log,,,1753810458404
O₂ Saturation,log,,,1753810458404
O₂ Saturation,log,,,1753810459417
O₂ Saturation,save,,,1753810460038
O₂ Saturation,save,,,1753810460038
O₂ Saturation,save,,,1753810461052
Blood Pressure,opened sensor tab,,,1753810462420
Blood Pressure,capture,,,1753810463219
Blood Pressure,capture,,,1753810463219
Blood Pressure,capture,,,1753810464236
Blood Pressure,keypad open,,,1753810464236
Blood Pressure,keypad press,1,1,1753810465028
Blood Pressure,keypad press,2,12,1753810465461
Blood Pressure,keypad press,11,120,1753810466390
Blood Pressure,keypad press,8,1208,1753810466971
Blood Pressure,keypad press,11,12080,1753810467341
Blood Pressure,keypad press,10,12080,1753810468069
Blood Pressure,log,,,1753810468966
Blood Pressure,log,,,1753810468966
Blood Pressure,log,,,1753810469979
Blood Pressure,save,,,1753810470373
Blood Pressure,save,,,1753810471389
submit,submit,,,1753810472212
Jarvis speaking,Message: Vitals received and stable. Stress level: normal,,,1753810494607
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753810512825
radio update,radio update asked,,,1753810512826
radio prompt,radio update prompt 1,,,1753810512826
speak text,Receieved text and level:This is Jarvis. Did you talk to me?normal,,,1753810520773
Jarvis speaking,Message: This is Jarvis. Did you talk to me? Stress level: normal,,,1753810520773
speak text,Receieved text and level:ok. All clear. Enjoy the flightnormal,,,1753810528401
Jarvis speaking,Message: ok. All clear. Enjoy the flight Stress level: normal,,,1753810528401
speak text,Receieved text and level:This is Jarvis. How is the flight so far?normal,,,1753810573186
Jarvis speaking,Message: This is Jarvis. How is the flight so far? Stress level: normal,,,1753810573187
inflight,displaying vitals prompt,,,1753810582330
vitals prompt,log vitals prompted,,,1753810582330
vitals prompt,vitals_prompt 2,,,1753810582331
speak text,Receieved text and level:Patient stable?normal,,,1753810586006
Jarvis speaking,Message: Patient stable? Stress level: normal,,,1753810586006
,user acknowledged vitals prompt,,,1753810586449
Heart Rate,opened sensor tab,,,1753810588050
Heart Rate,capture,,,1753810590322
Heart Rate,capture,,,1753810590322
Heart Rate,capture,,,1753810591341
Heart Rate,keypad open,,,1753810591341
Heart Rate,keypad press,5,5,1753810592370
Heart Rate,keypad press,5,55,1753810592538
Heart Rate,show action buttons,,,1753810593282
Heart Rate,keypad press,10,55,1753810593282
speak text,Receieved text and level:thanksnormal,,,1753810593800
Jarvis speaking,Message: thanks Stress level: normal,,,1753810593801
Heart Rate,log,,,1753810593922
Heart Rate,log,,,1753810593922
Heart Rate,log,,,1753810594940
Heart Rate,save,,,1753810595338
Heart Rate,save,,,1753810595338
Heart Rate,save,,,1753810596353
O₂ Saturation,opened sensor tab,,,1753810597106
vitals prompt,auto off vitals prompt,,,1753810597331
O₂ Saturation,capture,,,1753810598618
O₂ Saturation,capture,,,1753810598618
O₂ Saturation,capture,,,1753810599628
O₂ Saturation,keypad open,,,1753810599629
O₂ Saturation,keypad press,1,1,1753810600666
O₂ Saturation,keypad press,11,10,1753810601690
