page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1753809266390
Heart Rate,keypad open,,,1753809266390
Heart Rate,show action buttons,,,1753809266391
Heart Rate,opened sensor tab,,,1753811185634
Heart Rate,keypad open,,,1753811185635
Heart Rate,show action buttons,,,1753811185636
speak text,Receieved text and level:Are you ready to start?normal,,,1753811228033
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1753811228033
,Controller Executing: click on start-button with value: undefined,,,1753811230411
index,confirm button pressed,,,1753811230411
,,,,
map,selected helipad,,,1753811231465
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1753811231824
,Controller Executing: click on confirm-button with value: undefined,,,1753811234512
,,,,
checklist,opened page,,,1753811234596
map,selected helipad,,,1753811235585
checklist,toggled checkbox,,,1753811237375
checklist,toggled checkbox,,,1753811239169
checklist,toggled checkbox,,,1753811240538
checklist,showing confirm button,,,1753811240538
,Controller Executing: click on confirm-button with value: undefined,,,1753811241466
checklist,confirm button clicked,,,1753811241466
countdown,opened page,,,1753811241523
map,selected helipad,,,1753811242503
countdown,countdown now 4,,,1753811242526
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1753811242702
countdown,countdown now 3,,,1753811243527
countdown,countdown now 2,,,1753811244526
countdown,countdown now 1,,,1753811245527
countdown,countdown now 0,,,1753811246530
countdown,countdown complete,,,1753811247526
,Starting prompt cycle,,,1753811247696
,Starting prompt cycle,,,1753811247727
map,selected helipad,,,1753811248631
inflight,displaying vitals prompt,,,1753811250638
vitals prompt,log vitals prompted,,,1753811250638
vitals prompt,vitals_prompt 1,,,1753811250639
emergency,trying to change destination to100,,,1753811252665
,user acknowledged vitals prompt,,,1753811253739
Jarvis speaking,Message: Opening map Stress level: normal,,,1753811253746
map,selected helipad,,,1753811254633
Heart Rate,opened sensor tab,,,1753811255147
map,show map,,,1753811255136
Heart Rate,capture,,,1753811256572
Heart Rate,capture,,,1753811256572
Heart Rate,capture,,,1753811257585
Heart Rate,keypad open,,,1753811257587
emergency,trying to change destination to19,,,1753811257662
Heart Rate,keypad press,5,5,1753811258565
Heart Rate,keypad press,5,55,1753811258708
Heart Rate,show action buttons,,,1753811259444
Heart Rate,keypad press,10,55,1753811259445
Heart Rate,log,,,1753811260500
Heart Rate,log,,,1753811260500
Heart Rate,log,,,1753811261519
Heart Rate,save,,,1753811261900
emergency,trying to change destination to19,,,1753811262683
Heart Rate,save,,,1753811262916
O₂ Saturation,opened sensor tab,,,1753811263332
O₂ Saturation,capture,,,1753811264531
O₂ Saturation,capture,,,1753811264532
O₂ Saturation,capture,,,1753811265545
O₂ Saturation,keypad open,,,1753811265546
vitals prompt,auto off vitals prompt,,,1753811265639
O₂ Saturation,keypad press,1,1,1753811266100
O₂ Saturation,keypad press,11,10,1753811266908
O₂ Saturation,keypad press,11,100,1753811267059
emergency,trying to change destination to19,,,1753811267656
O₂ Saturation,show action buttons,,,1753811267771
O₂ Saturation,keypad press,10,100,1753811267771
O₂ Saturation,log,,,1753811268763
O₂ Saturation,log,,,1753811268763
O₂ Saturation,log,,,1753811269779
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1753811269857
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1753811269858
O₂ Saturation,save,,,1753811270115
O₂ Saturation,save,,,1753811271129
Blood Pressure,opened sensor tab,,,1753811272020
emergency,trying to change destination to19,,,1753811272671
Blood Pressure,capture,,,1753811273615
Blood Pressure,capture,,,1753811273615
Blood Pressure,capture,,,1753811274636
Blood Pressure,keypad open,,,1753811274637
Blood Pressure,keypad press,1,1,1753811275397
Blood Pressure,keypad press,2,12,1753811276131
Blood Pressure,keypad press,11,120,1753811276822
Blood Pressure,keypad press,8,1208,1753811277406
emergency,trying to change destination to19,,,1753811277683
Blood Pressure,keypad press,11,12080,1753811277836
Blood Pressure,show action buttons,,,1753811278404
Blood Pressure,keypad press,10,12080,1753811278404
Blood Pressure,log,,,1753811279140
Blood Pressure,log,,,1753811279140
Blood Pressure,log,,,1753811280150
Blood Pressure,save,,,1753811280531
Blood Pressure,save,,,1753811280532
Blood Pressure,save,,,1753811281553
submit,submit,,,1753811281932
submit,submit,,,1753811281932
emergency,trying to change destination to19,,,1753811282655
emergency,trying to change destination to19,,,1753811287673
speak text,Receieved text and level:Vitals received and stable.normal,,,1753811289797
Jarvis speaking,Message: Vitals received and stable. Stress level: normal,,,1753811289797
emergency,trying to change destination to19,,,1753811292683
emergency,trying to change destination to19,,,1753811297657
emergency,trying to change destination to19,,,1753811302672
emergency,trying to change destination to19,,,1753811307682
emergency,trying to change destination to19,,,1753811312657
emergency,trying to change destination to19,,,1753811317656
emergency,trying to change destination to19,,,1753811322682
emergency,trying to change destination to19,,,1753811327694
emergency,trying to change destination to19,,,1753811332654
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753811336473
radio update,radio update asked,,,1753811336474
radio prompt,radio update prompt 1,,,1753811336474
emergency,trying to change destination to19,,,1753811337670
speak text,Receieved text and level:This is Jarvis. How is the flight so far?normal,,,1753811340547
Jarvis speaking,Message: This is Jarvis. How is the flight so far? Stress level: normal,,,1753811340547
emergency,trying to change destination to19,,,1753811342658
emergency,trying to change destination to19,,,1753811347656
emergency,trying to change destination to19,,,1753811352685
speak text,"Receieved text and level:Please, How is the patient?normal",,,1753811354359
Jarvis speaking,"Message: Please, How is the patient? Stress level: normal",,,1753811354359
emergency,trying to change destination to19,,,1753811357695
speak text,Receieved text and level:Everything good and clear. Enjoy the flightnormal,,,1753811361445
Jarvis speaking,Message: Everything good and clear. Enjoy the flight Stress level: normal,,,1753811361446
emergency,trying to change destination to19,,,1753811362660
emergency,trying to change destination to19,,,1753811367684
emergency,trying to change destination to19,,,1753811372659
emergency,trying to change destination to19,,,1753811377659
emergency,trying to change destination to19,,,1753811382681
emergency,trying to change destination to19,,,1753811387661
emergency,trying to change destination to19,,,1753811392674
inflight,displaying vitals prompt,,,1753811396900
vitals prompt,vitals_prompt 2,,,1753811396901
emergency,trying to change destination to19,,,1753811397691
,user acknowledged vitals prompt,,,1753811398222
Heart Rate,opened sensor tab,,,1753811399085
Heart Rate,capture,,,1753811400485
Heart Rate,capture,,,1753811400486
Heart Rate,capture,,,1753811401505
Heart Rate,keypad open,,,1753811401506
Heart Rate,keypad press,5,5,1753811402229
