page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752772964997
Heart Rate,keypad open,,,1752772964997
Heart Rate,show action buttons,,,1752772964998
speak text,Receieved text and level:Are you ready to start?normal,,,1752773032650
,Controller Executing: click on start-button with value: undefined,,,1752773035720
index,confirm button pressed,,,1752773035720
,,,,
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752773036724
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752773036724
map,selected helipad,,,1752773036779
,Controller Executing: click on confirm-button with value: undefined,,,1752773041472
,,,,
checklist,opened page,,,1752773041540
map,selected helipad,,,1752773042527
checklist,toggled checkbox,,,1752773044117
checklist,toggled checkbox,,,1752773045826
checklist,toggled checkbox,,,1752773047789
checklist,showing confirm button,,,1752773047790
,Controller Executing: click on confirm-button with value: undefined,,,1752773049068
countdown,opened page,,,1752773049132
Heart Rate,opened sensor tab,,,1752773049633
map,selected helipad,,,1752773050118
countdown,countdown now 4,,,1752773050133
Heart Rate,capture,,,1752773050602
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752773050591
countdown,countdown now 3,,,1752773051133
Heart Rate,capture,,,1752773051614
Heart Rate,keypad open,,,1752773051614
countdown,countdown now 2,,,1752773052134
Heart Rate,keypad press,5,5,1752773052367
Heart Rate,keypad press,5,55,1752773052542
Heart Rate,show action buttons,,,1752773053054
Heart Rate,keypad press,10,55,1752773053054
countdown,countdown now 1,,,1752773053134
Heart Rate,log,,,1752773053767
countdown,countdown now 0,,,1752773054134
Heart Rate,log,,,1752773054776
Heart Rate,save,,,1752773055136
Heart Rate,save,,,1752773055136
countdown,countdown complete,,,1752773055134
,Starting prompt cycle,,,1752773056071
,Starting prompt cycle,,,1752773056102
Heart Rate,save,,,1752773056149
map,selected helipad,,,1752773056231
O₂ Saturation,opened sensor tab,,,1752773056759
O₂ Saturation,capture,,,1752773057471
O₂ Saturation,capture,,,1752773057471
O₂ Saturation,capture,,,1752773058485
O₂ Saturation,keypad open,,,1752773058486
O₂ Saturation,keypad press,1,1,1752773059024
O₂ Saturation,keypad press,11,10,1752773059599
O₂ Saturation,keypad press,11,100,1752773059734
