page,action,key,value,timestamp
index,opened page,,,1752589264103
map,selected helipad,,,1752589265033
Heart Rate,opened sensor tab,,,1752589584843
Heart Rate,keypad open,,,1752589584843
Heart Rate,show action buttons,,,1752589584843
speak text,Receieved text and level:Are you ready to start?normal,,,1752589607010
,Controller Executing: click on start-button with value: undefined,,,1752589610104
index,confirm button pressed,,,1752589610104
,,,,
map,selected helipad,,,1752589611179
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752589612891
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752589612891
,Controller Executing: click on confirm-button with value: undefined,,,1752589618062
,,,,
checklist,opened page,,,1752589618169
map,selected helipad,,,1752589619146
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752589620440
checklist,toggled checkbox,,,1752589627019
checklist,toggled checkbox,,,1752589629835
checklist,toggled checkbox,,,1752589632025
checklist,showing confirm button,,,1752589632026
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752589635960
,Controller Executing: click on confirm-button with value: undefined,,,1752589638594
checklist,confirm button clicked,,,1752589638595
countdown,opened page,,,1752589638672
map,selected helipad,,,1752589639641
countdown,countdown now 4,,,1752589639673
countdown,countdown now 3,,,1752589640675
countdown,countdown now 2,,,1752589641676
countdown,countdown now 1,,,1752589642675
countdown,countdown now 0,,,1752589643674
countdown,countdown complete,,,1752589644674
,Starting prompt cycle,,,1752589644933
,Starting prompt cycle,,,1752589644984
map,selected helipad,,,1752589645786
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752589649604
radio update,radio update asked,,,1752589649604
radio prompt,radio update prompt 1,,,1752589649604
emergency,trying to change destination to100,,,1752589649827
emergency,trying to change destination to19,,,1752589654839
emergency,trying to change destination to19,,,1752589659852
speak text,Receieved text and level:May I show you the map?normal,,,1752589662353
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1752589662353
emergency,trying to change destination to19,,,1752589664820
Jarvis speaking,Message: Opening map Stress level: normal,,,1752589666781
map,selected helipad,,,1752589667293
map,show map,,,1752589667828
map,selected helipad,,,1752589667828
emergency,trying to change destination to19,,,1752589669836
emergency,trying to change destination to19,,,1752589674850
emergency,trying to change destination to19,,,1752589679819
emergency,trying to change destination to19,,,1752589684839
emergency,trying to change destination to19,,,1752589689852
speak text,Receieved text and level:Call me if you need any helpnormal,,,1752589692902
Jarvis speaking,Message: Call me if you need any help Stress level: normal,,,1752589692903
emergency,trying to change destination to19,,,1752589694817
map,selected helipad,,,1752589698922
emergency,trying to change destination to19,,,1752589699838
emergency,trying to change destination to19,,,1752589704849
map,selected helipad,,,1752589705787
emergency,trying to change destination to19,,,1752589709816
emergency,trying to change destination to19,,,1752589714819
inflight,displaying vitals prompt,,,1752589717420
vitals prompt,log vitals prompted,,,1752589717420
vitals prompt,vitals_prompt 1,,,1752589717421
emergency,trying to change destination to19,,,1752589719848
,user acknowledged vitals prompt,,,1752589721093
Heart Rate,opened sensor tab,,,1752589722863
Heart Rate,capture,,,1752589724228
Heart Rate,capture,,,1752589724229
emergency,trying to change destination to19,,,1752589724822
Heart Rate,capture,,,1752589725243
Heart Rate,keypad open,,,1752589725244
Heart Rate,keypad press,5,5,1752589726293
Heart Rate,keypad press,5,55,1752589726460
Heart Rate,show action buttons,,,1752589726925
Heart Rate,log,,,1752589728093
Heart Rate,log,,,1752589728093
Heart Rate,log,,,1752589729113
Heart Rate,save,,,1752589729588
Heart Rate,save,,,1752589729589
emergency,trying to change destination to19,,,1752589729820
Heart Rate,save,,,1752589730602
O₂ Saturation,opened sensor tab,,,1752589731414
vitals prompt,auto off vitals prompt,,,1752589732421
O₂ Saturation,capture,,,1752589732653
O₂ Saturation,capture,,,1752589732653
O₂ Saturation,keypad open,,,1752589733675
O₂ Saturation,keypad press,1,1,1752589734420
emergency,trying to change destination to19,,,1752589734848
O₂ Saturation,keypad press,11,10,1752589735180
O₂ Saturation,keypad press,11,100,1752589735349
O₂ Saturation,show action buttons,,,1752589735812
O₂ Saturation,keypad press,10,100,1752589735814
O₂ Saturation,log,,,1752589736709
O₂ Saturation,log,,,1752589736710
O₂ Saturation,log,,,1752589737728
O₂ Saturation,save,,,1752589738469
O₂ Saturation,save,,,1752589738469
O₂ Saturation,save,,,1752589739482
emergency,trying to change destination to19,,,1752589739857
Blood Pressure,opened sensor tab,,,1752589740612
Blood Pressure,capture,,,1752589741636
Blood Pressure,capture,,,1752589741636
Blood Pressure,capture,,,1752589742648
Blood Pressure,keypad press,1,1,1752589743364
Blood Pressure,keypad press,2,12,1752589743828
Blood Pressure,keypad press,11,120,1752589744661
emergency,trying to change destination to19,,,1752589744835
Blood Pressure,keypad press,8,1208,1752589745468
Blood Pressure,keypad press,11,12080,1752589746036
Blood Pressure,show action buttons,,,1752589746716
Blood Pressure,keypad press,10,12080,1752589746716
Blood Pressure,log,,,1752589747660
Blood Pressure,log,,,1752589747660
Blood Pressure,log,,,1752589748671
Blood Pressure,save,,,1752589749108
Blood Pressure,save,,,1752589749108
emergency,trying to change destination to19,,,1752589749849
Blood Pressure,save,,,1752589750128
submit,submit,,,1752589751276
submit,submit,,,1752589751277
speak text,Receieved text and level:Vitals received.normal,,,1752589753934
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1752589753934
emergency,trying to change destination to19,,,1752589754859
emergency,trying to change destination to19,,,1752589759839
emergency,trying to change destination to19,,,1752589764847
speak text,Receieved text and level:How is the flight so far?normal,,,1752589768552
Jarvis speaking,Message: How is the flight so far? Stress level: normal,,,1752589768552
emergency,trying to change destination to19,,,1752589769856
radio update,radio update asked,,,1752589773772
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752589773772
radio prompt,radio update prompt 2,,,1752589773772
emergency,trying to change destination to19,,,1752589774845
emergency,trying to change destination to19,,,1752589779820
speak text,Receieved text and level:Thanksnormal,,,1752589782958
Jarvis speaking,Message: Thanks Stress level: normal,,,1752589782959
emergency,trying to change destination to19,,,1752589784828
emergency,trying to change destination to19,,,1752589789837
speak text,Receieved text and level:Have a safe flightnormal,,,1752589790490
Jarvis speaking,Message: Have a safe flight Stress level: normal,,,1752589790490
emergency,trying to change destination to19,,,1752589794846
emergency,trying to change destination to19,,,1752589799821
emergency,trying to change destination to19,,,1752589804836
inflight,displaying vitals prompt,,,1752589809351
vitals prompt,log vitals prompted,,,1752589809352
vitals prompt,vitals_prompt 2,,,1752589809352
emergency,trying to change destination to19,,,1752589809818
,user acknowledged vitals prompt,,,1752589813493
emergency,trying to change destination to19,,,1752589814827
Heart Rate,opened sensor tab,,,1752589815061
Heart Rate,capture,,,1752589815780
Heart Rate,capture,,,1752589815780
Heart Rate,capture,,,1752589816791
Heart Rate,keypad open,,,1752589816791
Heart Rate,keypad press,5,5,1752589818285
Heart Rate,keypad press,5,55,1752589818428
Heart Rate,keypad press,10,55,1752589819158
emergency,trying to change destination to19,,,1752589819848
emergency,"show Altitude Miscalibrated Warning, hide map",,,1752589819848
Inflight, Altitude alert activated,,,1752589819849
