page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752588553484
Heart Rate,keypad open,,,1752588553484
Heart Rate,show action buttons,,,1752588553485
index,opened page,,,1752588575237
map,selected helipad,,,1752588576216
speak text,Receieved text and level:Are you ready to start?normal,,,1752588597023
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752588597023
,Controller Executing: click on start-button with value: undefined,,,1752588599700
index,confirm button pressed,,,1752588599701
,,,,
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752588600399
map,selected helipad,,,1752588600763
,Controller Executing: click on confirm-button with value: undefined,,,1752588605999
,,,,
checklist,opened page,,,1752588606099
map,selected helipad,,,1752588607069
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752588607911
checklist,toggled checkbox,,,1752588615366
checklist,toggled checkbox,,,1752588617315
checklist,toggled checkbox,,,1752588620253
checklist,showing confirm button,,,1752588620253
,Controller Executing: click on confirm-button with value: undefined,,,1752588622009
checklist,confirm button clicked,,,1752588622009
countdown,opened page,,,1752588622084
map,selected helipad,,,1752588623058
countdown,countdown now 4,,,1752588623085
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752588623809
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752588623809
countdown,countdown now 3,,,1752588624085
countdown,countdown now 2,,,1752588625087
countdown,countdown now 1,,,1752588626087
countdown,countdown now 0,,,1752588627089
countdown,countdown complete,,,1752588628090
,Starting prompt cycle,,,1752588628558
,Starting prompt cycle,,,1752588628579
map,selected helipad,,,1752588629192
inflight,displaying vitals prompt,,,1752588630207
vitals prompt,log vitals prompted,,,1752588630208
vitals prompt,vitals_prompt 1,,,1752588630208
,user acknowledged vitals prompt,,,1752588636488
Heart Rate,opened sensor tab,,,1752588638727
Heart Rate,capture,,,1752588641040
Heart Rate,capture,,,1752588641040
Heart Rate,capture,,,1752588642054
Heart Rate,keypad open,,,1752588642054
Heart Rate,keypad press,5,5,1752588643504
Heart Rate,keypad press,5,55,1752588643656
speak text,Receieved text and level:may I show you the map?normal,,,1752588643671
Jarvis speaking,Message: may I show you the map? Stress level: normal,,,1752588643672
Heart Rate,show action buttons,,,1752588644280
vitals prompt,auto off vitals prompt,,,1752588645208
speak text,Receieved text and level:Opening mapnormal,,,1752588647525
Jarvis speaking,Message: Opening map Stress level: normal,,,1752588647525
map,selected helipad,,,1752588648201
map,selected helipad,,,1752588648704
Heart Rate,log,,,1752588650271
Heart Rate,log,,,1752588650272
Heart Rate,log,,,1752588651285
Heart Rate,save,,,1752588651832
Heart Rate,save,,,1752588651832
Heart Rate,save,,,1752588652845
O₂ Saturation,opened sensor tab,,,1752588654183
O₂ Saturation,capture,,,1752588656960
O₂ Saturation,capture,,,1752588657974
O₂ Saturation,keypad open,,,1752588657974
O₂ Saturation,keypad press,1,1,1752588659064
O₂ Saturation,keypad press,11,10,1752588659799
O₂ Saturation,keypad press,11,100,1752588659983
O₂ Saturation,keypad press,10,100,1752588660623
O₂ Saturation,log,,,1752588661504
O₂ Saturation,log,,,1752588661504
O₂ Saturation,log,,,1752588662525
O₂ Saturation,save,,,1752588664288
O₂ Saturation,save,,,1752588664288
O₂ Saturation,save,,,1752588665303
Blood Pressure,opened sensor tab,,,1752588666007
Blood Pressure,capture,,,1752588669288
Blood Pressure,capture,,,1752588670307
Blood Pressure,keypad open,,,1752588670307
Blood Pressure,keypad press,1,1,1752588671287
Blood Pressure,keypad press,2,12,1752588671871
Blood Pressure,keypad press,11,120,1752588673224
Blood Pressure,keypad press,8,1208,1752588674335
Blood Pressure,keypad press,11,12080,1752588674975
Blood Pressure,show action buttons,,,1752588677407
Blood Pressure,keypad press,10,12080,1752588677408
Blood Pressure,log,,,1752588678374
Blood Pressure,log,,,1752588678375
Blood Pressure,log,,,1752588679393
Blood Pressure,save,,,1752588679911
Blood Pressure,save,,,1752588680923
submit,submit,,,1752588682087
submit,submit,,,1752588682087
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752588685822
radio prompt,radio update prompt 1,,,1752588685822
speak text,Receieved text and level:Vitals receivednormal,,,1752588687441
Jarvis speaking,Message: Vitals received Stress level: normal,,,1752588687441
Jarvis speaking,Message: Call me if you need any assistance Stress level: normal,,,1752588708251
inflight,displaying vitals prompt,,,1752588731928
vitals prompt,log vitals prompted,,,1752588731928
vitals prompt,vitals_prompt 2,,,1752588731929
,user acknowledged vitals prompt,,,1752588737982
Blood Pressure,capture,,,1752588740705
Blood Pressure,capture,,,1752588740705
Blood Pressure,capture,,,1752588741719
Blood Pressure,keypad open,,,1752588741720
Blood Pressure,keypad press,1,1,1752588743143
Blood Pressure,keypad press,2,12,1752588743614
Blood Pressure,keypad press,11,120,1752588744455
Blood Pressure,keypad press,8,1208,1752588745159
Blood Pressure,keypad press,11,12080,1752588746399
vitals prompt,auto off vitals prompt,,,1752588746928
Blood Pressure,show action buttons,,,1752588747391
Blood Pressure,keypad press,10,12080,1752588747392
Blood Pressure,log,,,1752588748926
Blood Pressure,log,,,1752588749936
Blood Pressure,save,,,1752588750487
Blood Pressure,save,,,1752588751503
Heart Rate,opened sensor tab,,,1752588753462
Heart Rate,capture,,,1752588754990
Heart Rate,capture,,,1752588754991
Heart Rate,capture,,,1752588756005
Heart Rate,keypad open,,,1752588756006
Heart Rate,keypad press,5,5,1752588757374
Heart Rate,keypad press,5,55,1752588757558
Heart Rate,show action buttons,,,1752588758238
Heart Rate,keypad press,10,55,1752588758239
Heart Rate,log,,,1752588759005
Heart Rate,log,,,1752588759006
Heart Rate,log,,,1752588760023
Heart Rate,save,,,1752588760702
Heart Rate,save,,,1752588760702
Heart Rate,save,,,1752588761718
O₂ Saturation,opened sensor tab,,,1752588763422
O₂ Saturation,capture,,,1752588764550
O₂ Saturation,capture,,,1752588765563
O₂ Saturation,keypad open,,,1752588765563
O₂ Saturation,keypad press,1,1,1752588766598
O₂ Saturation,keypad press,11,10,1752588767174
O₂ Saturation,keypad press,11,100,1752588767366
O₂ Saturation,show action buttons,,,1752588768077
O₂ Saturation,keypad press,10,100,1752588768078
O₂ Saturation,log,,,1752588769218
O₂ Saturation,log,,,1752588769218
O₂ Saturation,log,,,1752588770240
O₂ Saturation,save,,,1752588770623
