page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752762975951
Heart Rate,keypad open,,,1752762975951
Heart Rate,show action buttons,,,1752762975952
speak text,Receieved text and level:Are you ready to start?normal,,,1752763066773
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752763066774
,Controller Executing: click on start-button with value: undefined,,,1752763070552
index,confirm button pressed,,,1752763070552
,,,,
map,selected helipad,,,1752763071603
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752763072885
,Controller Executing: click on confirm-button with value: undefined,,,1752763078336
,,,,
checklist,opened page,,,1752763078435
map,selected helipad,,,1752763079410
checklist,toggled checkbox,,,1752763081204
checklist,toggled checkbox,,,1752763083974
checklist,toggled checkbox,,,1752763085453
checklist,showing confirm button,,,1752763085453
,Controller Executing: click on confirm-button with value: undefined,,,1752763087748
checklist,confirm button clicked,,,1752763087749
countdown,opened page,,,1752763087814
map,selected helipad,,,1752763088791
countdown,countdown now 4,,,1752763088815
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752763089154
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752763089154
countdown,countdown now 3,,,1752763089820
countdown,countdown now 2,,,1752763090821
countdown,countdown now 1,,,1752763091821
countdown,countdown now 0,,,1752763092823
countdown,countdown complete,,,1752763093815
,Starting prompt cycle,,,1752763094030
,Starting prompt cycle,,,1752763094056
map,selected helipad,,,1752763094919
emergency,trying to change destination to100,,,1752763098965
inflight,displaying vitals prompt,,,1752763101206
vitals prompt,log vitals prompted,,,1752763101206
vitals prompt,vitals_prompt 1,,,1752763101207
emergency,trying to change destination to19,,,1752763103975
,user acknowledged vitals prompt,,,1752763104564
Heart Rate,capture,,,1752763106290
Heart Rate,capture,,,1752763106291
Heart Rate,capture,,,1752763107304
Heart Rate,keypad open,,,1752763107304
Heart Rate,keypad press,5,5,1752763108436
Heart Rate,keypad press,5,55,1752763108763
emergency,trying to change destination to19,,,1752763108981
Heart Rate,keypad press,10,55,1752763109683
Heart Rate,log,,,1752763110523
Heart Rate,log,,,1752763111540
Heart Rate,save,,,1752763111931
Heart Rate,save,,,1752763111931
speak text,Receieved text and level:This is Jarvis. Call me if you need any helpnormal,,,1752763112174
Jarvis speaking,Message: This is Jarvis. Call me if you need any help Stress level: normal,,,1752763112174
Heart Rate,save,,,1752763112949
emergency,trying to change destination to19,,,1752763113948
O₂ Saturation,opened sensor tab,,,1752763114930
O₂ Saturation,capture,,,1752763115955
O₂ Saturation,capture,,,1752763115955
vitals prompt,auto off vitals prompt,,,1752763116207
O₂ Saturation,capture,,,1752763116967
O₂ Saturation,keypad open,,,1752763116967
O₂ Saturation,keypad press,1,1,1752763117643
O₂ Saturation,keypad press,12,0,1752763118178
emergency,trying to change destination to19,,,1752763118946
O₂ Saturation,keypad press,1,1,1752763119355
O₂ Saturation,keypad press,11,10,1752763119874
O₂ Saturation,keypad press,11,100,1752763120100
O₂ Saturation,show action buttons,,,1752763120731
O₂ Saturation,keypad press,10,100,1752763120731
O₂ Saturation,log,,,1752763121813
O₂ Saturation,log,,,1752763121814
O₂ Saturation,log,,,1752763122833
O₂ Saturation,save,,,1752763123283
O₂ Saturation,save,,,1752763123284
emergency,trying to change destination to19,,,1752763123952
O₂ Saturation,save,,,1752763124301
Blood Pressure,opened sensor tab,,,1752763126291
Blood Pressure,capture,,,1752763127443
Blood Pressure,capture,,,1752763127443
Blood Pressure,capture,,,1752763128463
Blood Pressure,keypad open,,,1752763128464
emergency,trying to change destination to19,,,1752763128962
Blood Pressure,keypad press,1,1,1752763129091
Blood Pressure,keypad press,2,12,1752763129539
Blood Pressure,keypad press,11,120,1752763130163
Blood Pressure,keypad press,8,1208,1752763130619
Blood Pressure,keypad press,11,12080,1752763131442
Blood Pressure,keypad press,10,12080,1752763132027
Blood Pressure,log,,,1752763132964
Blood Pressure,log,,,1752763132965
Blood Pressure,log,,,1752763133975
emergency,trying to change destination to19,,,1752763133951
Blood Pressure,save,,,1752763134602
Blood Pressure,save,,,1752763134603
Blood Pressure,save,,,1752763135613
submit,submit,,,1752763136618
speak text,Receieved text and level:Vitals received.normal,,,1752763138866
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1752763138866
emergency,trying to change destination to19,,,1752763138950
Jarvis speaking,Message: Opening map Stress level: normal,,,1752763143605
emergency,trying to change destination to19,,,1752763143963
map,show map,,,1752763144424
map,selected helipad,,,1752763144424
map,selected helipad,,,1752763144935
emergency,trying to change destination to19,,,1752763148974
emergency,trying to change destination to19,,,1752763153982
emergency,trying to change destination to19,,,1752763158992
emergency,trying to change destination to19,,,1752763163971
emergency,trying to change destination to19,,,1752763168980
emergency,trying to change destination to19,,,1752763173962
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752763174814
radio update,radio update asked,,,1752763174815
radio prompt,radio update prompt 1,,,1752763174815
speak text,Receieved text and level:Everything good and clear so far. Enjoy the flightnormal,,,1752763176883
Jarvis speaking,Message: Everything good and clear so far. Enjoy the flight Stress level: normal,,,1752763176883
