page,action,key,value,timestamp
index,opened page,,,1752859585462
map,selected helipad,,,1752859586449
Heart Rate,opened sensor tab,,,1752859646909
Heart Rate,keypad open,,,1752859646909
Heart Rate,show action buttons,,,1752859646910
speak text,Receieved text and level:Are you ready to start?normal,,,1752859843773
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752859843774
,Controller Executing: click on start-button with value: undefined,,,1752859848719
index,confirm button pressed,,,1752859848719
,,,,
map,selected helipad,,,1752859849819
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752859850462
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752859850462
,Controller Executing: click on confirm-button with value: undefined,,,1752859857421
,,,,
checklist,opened page,,,1752859857503
map,selected helipad,,,1752859858482
checklist,toggled checkbox,,,1752859863493
checklist,toggled checkbox,,,1752859867277
checklist,toggled checkbox,,,1752859869859
checklist,showing confirm button,,,1752859869859
,Controller Executing: click on confirm-button with value: undefined,,,1752859871973
checklist,confirm button clicked,,,1752859871973
countdown,opened page,,,1752859872042
map,selected helipad,,,1752859873018
countdown,countdown now 4,,,1752859873048
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752859873301
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752859873302
countdown,countdown now 3,,,1752859874049
countdown,countdown now 2,,,1752859875044
countdown,countdown now 1,,,1752859876049
countdown,countdown now 0,,,1752859877048
countdown,countdown complete,,,1752859878045
,Starting prompt cycle,,,1752859879049
,Starting prompt cycle,,,1752859879082
map,selected helipad,,,1752859879156
emergency,trying to change destination to100,,,1752859883205
emergency,trying to change destination to19,,,1752859888217
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752859889102
radio update,radio update asked,,,1752859889103
radio prompt,radio update prompt 1,,,1752859889106
emergency,trying to change destination to19,,,1752859893197
emergency,trying to change destination to19,,,1752859898209
emergency,trying to change destination to19,,,1752859903216
emergency,trying to change destination to19,,,1752859908196
emergency,trying to change destination to19,,,1752859913209
emergency,trying to change destination to19,,,1752859918215
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1752859918406
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1752859918407
emergency,trying to change destination to19,,,1752859923201
emergency,trying to change destination to19,,,1752859928207
inflight,displaying vitals prompt,,,1752859929059
vitals prompt,vitals_prompt 1,,,1752859929060
,user acknowledged vitals prompt,,,1752859933175
emergency,trying to change destination to19,,,1752859933215
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1752859933293
speak text,Receieved text and level:Opening mapnormal,,,1752859938023
Jarvis speaking,Message: Opening map Stress level: normal,,,1752859938024
emergency,trying to change destination to19,,,1752859938197
map,show map,,,1752859938677
map,selected helipad,,,1752859938677
map,show map,,,1752859939174
Heart Rate,capture,,,1752859939839
Heart Rate,capture,,,1752859940853
Heart Rate,keypad open,,,1752859940853
Heart Rate,keypad press,5,5,1752859942783
Heart Rate,keypad press,5,55,1752859943127
emergency,trying to change destination to19,,,1752859943204
vitals prompt,auto off vitals prompt,,,1752859944062
Heart Rate,show action buttons,,,1752859944511
Heart Rate,keypad press,10,55,1752859944511
Heart Rate,log,,,1752859945792
Heart Rate,log,,,1752859945792
Heart Rate,log,,,1752859946808
Heart Rate,save,,,1752859948175
Heart Rate,save,,,1752859948175
emergency,trying to change destination to19,,,1752859948214
Heart Rate,save,,,1752859949193
O₂ Saturation,opened sensor tab,,,1752859950966
emergency,trying to change destination to19,,,1752859953200
O₂ Saturation,capture,,,1752859953310
O₂ Saturation,capture,,,1752859953311
O₂ Saturation,capture,,,1752859954327
O₂ Saturation,keypad open,,,1752859954327
O₂ Saturation,keypad press,1,1,1752859955775
O₂ Saturation,keypad press,11,10,1752859957240
O₂ Saturation,keypad press,11,100,1752859957808
emergency,trying to change destination to19,,,1752859958206
O₂ Saturation,show action buttons,,,1752859960031
O₂ Saturation,keypad press,10,100,1752859960032
O₂ Saturation,log,,,1752859961627
