page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752858355113
Heart Rate,keypad open,,,1752858355114
Heart Rate,show action buttons,,,1752858355114
Heart Rate,capture,,,1752858772006
Heart Rate,capture,,,1752858773023
Heart Rate,keypad open,,,1752858773023
Heart Rate,keypad press,5,5,1752858776717
Heart Rate,keypad press,5,55,1752858776973
Heart Rate,show action buttons,,,1752858778926
Heart Rate,keypad press,10,55,1752858778926
Heart Rate,log,,,1752858782093
Heart Rate,log,,,1752858783106
Heart Rate,save,,,1752858785670
Heart Rate,save,,,1752858785670
Heart Rate,save,,,1752858786680
O₂ Saturation,opened sensor tab,,,1752858789733
O₂ Saturation,capture,,,1752858791765
O₂ Saturation,capture,,,1752858791766
O₂ Saturation,capture,,,1752858792779
O₂ Saturation,keypad open,,,1752858792780
O₂ Saturation,keypad press,1,1,1752858795678
O₂ Saturation,keypad press,11,10,1752858797205
O₂ Saturation,keypad press,11,100,1752858797614
O₂ Saturation,show action buttons,,,1752858798549
O₂ Saturation,keypad press,10,100,1752858798550
O₂ Saturation,log,,,1752858799935
O₂ Saturation,log,,,1752858799935
O₂ Saturation,log,,,1752858800948
O₂ Saturation,save,,,1752858801910
O₂ Saturation,save,,,1752858802922
Blood Pressure,opened sensor tab,,,1752858805085
Blood Pressure,capture,,,1752858806957
Blood Pressure,capture,,,1752858806957
Blood Pressure,capture,,,1752858807973
Blood Pressure,keypad open,,,1752858807973
Blood Pressure,keypad press,1,1,1752858809893
Blood Pressure,keypad press,2,12,1752858810862
Blood Pressure,keypad press,11,120,1752858812158
Blood Pressure,keypad press,8,1208,1752858813101
Blood Pressure,keypad press,11,12080,1752858814165
Blood Pressure,show action buttons,,,1752858815140
Blood Pressure,keypad press,10,12080,1752858815141
Blood Pressure,log,,,1752858817213
Blood Pressure,log,,,1752858817213
Blood Pressure,log,,,1752858818234
Blood Pressure,save,,,1752858820462
Blood Pressure,save,,,1752858820462
Blood Pressure,save,,,1752858821482
submit,submit,,,1752858823277
submit,submit,,,1752858823278
speak text,Receieved text and level:Are you ready to start?normal,,,1752858884881
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752858884882
speak text,Receieved text and level:Are you ready to start?normal,,,1752858889714
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752858889714
,Controller Executing: click on start-button with value: undefined,,,1752858892134
index,confirm button pressed,,,1752858892134
,,,,
map,selected helipad,,,1752858893190
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752858894450
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752858894451
,Controller Executing: click on confirm-button with value: undefined,,,1752858901426
,,,,
checklist,opened page,,,1752858901528
map,selected helipad,,,1752858902505
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1752858902826
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752858902826
checklist,toggled checkbox,,,1752858918395
checklist,toggled checkbox,,,1752858921977
checklist,toggled checkbox,,,1752858924483
checklist,showing confirm button,,,1752858924483
checklist,confirm button clicked,,,1752858926407
countdown,opened page,,,1752858926473
map,selected helipad,,,1752858927450
countdown,countdown now 4,,,1752858927480
countdown,countdown now 3,,,1752858928481
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752858929028
countdown,countdown now 2,,,1752858929474
countdown,countdown now 1,,,1752858930482
countdown,countdown now 0,,,1752858931484
countdown,countdown complete,,,1752858932477
,Starting prompt cycle,,,1752858933378
,Starting prompt cycle,,,1752858933386
map,selected helipad,,,1752858933576
emergency,trying to change destination to100,,,1752858937632
inflight,displaying vitals prompt,,,1752858942168
vitals prompt,log vitals prompted,,,1752858942169
vitals prompt,vitals_prompt 1,,,1752858942170
emergency,trying to change destination to19,,,1752858942616
emergency,trying to change destination to19,,,1752858947618
,user acknowledged vitals prompt,,,1752858948877
Blood Pressure,capture,,,1752858950845
Blood Pressure,capture,,,1752858950845
Blood Pressure,capture,,,1752858951856
Blood Pressure,keypad open,,,1752858951856
emergency,trying to change destination to19,,,1752858952621
Blood Pressure,keypad press,1,1,1752858954437
Blood Pressure,keypad press,2,12,1752858955030
Blood Pressure,keypad press,11,120,1752858955778
Blood Pressure,keypad press,8,1208,1752858956645
vitals prompt,auto off vitals prompt,,,1752858957169
Blood Pressure,keypad press,11,12080,1752858957213
emergency,trying to change destination to19,,,1752858957616
Blood Pressure,keypad press,10,12080,1752858957982
Blood Pressure,log,,,1752858959453
Blood Pressure,log,,,1752858959454
Blood Pressure,log,,,1752858960469
Blood Pressure,save,,,1752858961541
Blood Pressure,save,,,1752858961544
Blood Pressure,save,,,1752858962555
emergency,trying to change destination to19,,,1752858962614
