page,action,key,value,timestamp
index,opened page,,,1752859485105
map,selected helipad,,,1752859486568
Heart Rate,opened sensor tab,,,1752860857407
Heart Rate,keypad open,,,1752860857407
Heart Rate,show action buttons,,,1752860857408
speak text,Receieved text and level:Are you ready to start?normal,,,1752860891072
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752860891072
,Controller Executing: click on start-button with value: undefined,,,1752860896174
index,confirm button pressed,,,1752860896174
,,,,
map,selected helipad,,,1752860897236
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752860897986
,,,,
checklist,opened page,,,1752860903941
map,selected helipad,,,1752860904925
checklist,toggled checkbox,,,1752860908150
checklist,toggled checkbox,,,1752860912615
checklist,toggled checkbox,,,1752860915841
checklist,showing confirm button,,,1752860915841
checklist,confirm button clicked,,,1752860916980
countdown,opened page,,,1752860917055
map,selected helipad,,,1752860918032
countdown,countdown now 4,,,1752860918057
countdown,countdown now 3,,,1752860919057
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752860919129
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752860919129
countdown,countdown now 2,,,1752860920058
countdown,countdown now 1,,,1752860921056
countdown,countdown now 0,,,1752860922059
countdown,countdown complete,,,1752860923056
,Starting prompt cycle,,,1752860923502
,Starting prompt cycle,,,1752860923529
map,selected helipad,,,1752860924180
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752860927165
radio update,radio update asked,,,1752860927165
radio prompt,radio update prompt 1,,,1752860927165
emergency,trying to change destination to100,,,1752860928229
emergency,trying to change destination to19,,,1752860933243
emergency,trying to change destination to19,,,1752860938217
emergency,trying to change destination to19,,,1752860943221
speak text,Receieved text and level:This is Jarvis. Call me if you need any help.normal,,,1752860947433
Jarvis speaking,Message: This is Jarvis. Call me if you need any help. Stress level: normal,,,1752860947434
emergency,trying to change destination to19,,,1752860948238
emergency,trying to change destination to19,,,1752860953229
emergency,trying to change destination to19,,,1752860958233
emergency,trying to change destination to19,,,1752860963229
speak text,Receieved text and level:It is a beautiful today. Enjoy the flight.normal,,,1752860967592
Jarvis speaking,Message: It is a beautiful today. Enjoy the flight. Stress level: normal,,,1752860967593
emergency,trying to change destination to19,,,1752860968219
vitals prompt,log vitals prompted,,,1752860971983
vitals prompt,vitals_prompt 1,,,1752860971984
emergency,trying to change destination to19,,,1752860973243
,user acknowledged vitals prompt,,,1752860977063
emergency,trying to change destination to19,,,1752860978250
Heart Rate,capture,,,1752860979943
Heart Rate,capture,,,1752860979944
Heart Rate,keypad open,,,1752860980962
emergency,trying to change destination to19,,,1752860983222
Heart Rate,keypad press,5,5,1752860983632
Heart Rate,keypad press,5,55,1752860984113
Heart Rate,show action buttons,,,1752860985552
Heart Rate,keypad press,10,55,1752860985552
Heart Rate,log,,,1752860986952
Heart Rate,log,,,1752860986952
vitals prompt,auto off vitals prompt,,,1752860986985
Heart Rate,log,,,1752860987966
emergency,trying to change destination to19,,,1752860988229
Heart Rate,save,,,1752860989440
Heart Rate,save,,,1752860989441
Heart Rate,save,,,1752860990453
O₂ Saturation,opened sensor tab,,,1752860991961
emergency,trying to change destination to19,,,1752860993239
O₂ Saturation,capture,,,1752860994280
O₂ Saturation,capture,,,1752860994281
O₂ Saturation,keypad open,,,1752860995299
O₂ Saturation,keypad press,1,1,1752860996336
O₂ Saturation,keypad press,11,10,1752860997696
O₂ Saturation,keypad press,11,100,1752860998041
emergency,trying to change destination to19,,,1752860998218
O₂ Saturation,show action buttons,,,1752860999440
O₂ Saturation,keypad press,10,100,1752860999440
O₂ Saturation,log,,,1752861000248
O₂ Saturation,log,,,1752861000249
O₂ Saturation,log,,,1752861001271
O₂ Saturation,save,,,1752861002208
O₂ Saturation,save,,,1752861002208
O₂ Saturation,save,,,1752861003223
emergency,trying to change destination to19,,,1752861003238
Blood Pressure,opened sensor tab,,,1752861005337
Blood Pressure,capture,,,1752861007809
Blood Pressure,capture,,,1752861007809
