page,action,key,value,timestamp
speak text,Receieved text and level:Are you ready to start?normal,,,1752874578691
,Controller Executing: click on start-button with value: undefined,,,1752874581927
index,confirm button pressed,,,1752874581928
,,,,
map,selected helipad,,,1752874582976
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752874583095
,Controller Executing: click on confirm-button with value: undefined,,,1752874589643
,,,,
checklist,opened page,,,1752874589733
map,selected helipad,,,1752874590714
checklist,toggled checkbox,,,1752874592215
checklist,toggled checkbox,,,1752874596985
checklist,toggled checkbox,,,1752874599533
checklist,showing confirm button,,,1752874599533
checklist,confirm button clicked,,,1752874601336
countdown,opened page,,,1752874601401
map,selected helipad,,,1752874602376
countdown,countdown now 4,,,1752874602405
countdown,countdown now 3,,,1752874603401
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752874603676
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752874603676
countdown,countdown now 2,,,1752874604406
countdown,countdown now 1,,,1752874605402
countdown,countdown now 0,,,1752874606403
countdown,countdown complete,,,1752874607403
,Starting prompt cycle,,,1752874608285
,Starting prompt cycle,,,1752874608292
map,selected helipad,,,1752874608506
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752874614404
radio update,radio update asked,,,1752874614404
radio prompt,radio update prompt 1,,,1752874614405
speak text,Receieved text and level:This is Jarvis. Call me if you need any helpnormal,,,1752874620918
Jarvis speaking,Message: This is Jarvis. Call me if you need any help Stress level: normal,,,1752874620918
speak text,Receieved text and level:Opening mapnormal,,,1752874630735
Jarvis speaking,Message: Opening map Stress level: normal,,,1752874630736
map,selected helipad,,,1752874631512
map,show map,,,1752874632016
speak text,Receieved text and level:yesnormal,,,1752874663946
Jarvis speaking,Message: yes Stress level: normal,,,1752874663947
speak text,"Receieved text and level:please, repeatnormal",,,1752874678093
Jarvis speaking,"Message: please, repeat Stress level: normal",,,1752874678093
inflight,displaying vitals prompt,,,1752874690849
vitals prompt,log vitals prompted,,,1752874690849
vitals prompt,vitals_prompt 1,,,1752874690849
speak text,"Receieved text and level:yes, I didnormal",,,1752874692753
