page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752874436173
Heart Rate,show action buttons,,,1752874436175
Heart Rate,opened sensor tab,,,1752875526506
Heart Rate,show action buttons,,,1752875526507
speak text,Receieved text and level:Are you ready to start?normal,,,1752875571955
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752875571956
index,confirm button pressed,,,1752875576730
,,,,
map,selected helipad,,,1752875577785
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752875577801
,Controller Executing: click on confirm-button with value: undefined,,,1752875583429
,,,,
checklist,opened page,,,1752875583510
map,selected helipad,,,1752875584496
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752875587197
checklist,toggled checkbox,,,1752875597783
checklist,toggled checkbox,,,1752875599349
checklist,toggled checkbox,,,1752875603880
checklist,showing confirm button,,,1752875603881
,Controller Executing: click on confirm-button with value: undefined,,,1752875605729
checklist,confirm button clicked,,,1752875605729
countdown,opened page,,,1752875605802
map,selected helipad,,,1752875606775
countdown,countdown now 4,,,1752875606804
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752875607589
countdown,countdown now 3,,,1752875607804
countdown,countdown now 2,,,1752875608805
countdown,countdown now 1,,,1752875609805
countdown,countdown now 0,,,1752875610805
countdown,countdown complete,,,1752875611808
,Starting prompt cycle,,,1752875612574
,Starting prompt cycle,,,1752875612603
map,selected helipad,,,1752875612903
inflight,displaying vitals prompt,,,1752875613938
vitals prompt,log vitals prompted,,,1752875613939
vitals prompt,vitals_prompt 1,,,1752875613939
emergency,trying to change destination to100,,,1752875616951
,user acknowledged vitals prompt,,,1752875618422
Jarvis speaking,Message: Opening map Stress level: normal,,,1752875621842
emergency,trying to change destination to19,,,1752875621964
map,selected helipad,,,1752875622409
Heart Rate,capture,,,1752875622477
Heart Rate,capture,,,1752875622477
map,selected helipad,,,1752875622912
Heart Rate,capture,,,1752875623495
Heart Rate,keypad open,,,1752875623495
Heart Rate,keypad press,5,5,1752875626037
Heart Rate,keypad press,5,55,1752875626238
emergency,trying to change destination to19,,,1752875626938
Heart Rate,show action buttons,,,1752875627085
Heart Rate,keypad press,10,55,1752875627085
Heart Rate,log,,,1752875627981
Heart Rate,log,,,1752875627982
vitals prompt,auto off vitals prompt,,,1752875628940
Heart Rate,log,,,1752875629001
Heart Rate,save,,,1752875629413
Heart Rate,save,,,1752875629414
speak text,Receieved text and level:My name is Jarvis. Call me if you need any help.normal,,,1752875629462
Jarvis speaking,Message: My name is Jarvis. Call me if you need any help. Stress level: normal,,,1752875629463
Heart Rate,save,,,1752875630432
emergency,trying to change destination to19,,,1752875631934
O₂ Saturation,opened sensor tab,,,1752875631997
O₂ Saturation,capture,,,1752875633670
O₂ Saturation,capture,,,1752875633671
O₂ Saturation,capture,,,1752875634689
O₂ Saturation,keypad open,,,1752875634689
O₂ Saturation,keypad press,1,1,1752875635606
O₂ Saturation,keypad press,11,10,1752875636421
O₂ Saturation,keypad press,11,100,1752875636614
emergency,trying to change destination to19,,,1752875636954
O₂ Saturation,show action buttons,,,1752875637544
O₂ Saturation,keypad press,10,100,1752875637544
O₂ Saturation,log,,,1752875638581
O₂ Saturation,log,,,1752875639599
O₂ Saturation,save,,,1752875639789
O₂ Saturation,save,,,1752875639789
O₂ Saturation,save,,,1752875640809
emergency,trying to change destination to19,,,1752875641968
Blood Pressure,opened sensor tab,,,1752875643581
Blood Pressure,capture,,,1752875645142
Blood Pressure,capture,,,1752875645142
Blood Pressure,keypad open,,,1752875646159
emergency,trying to change destination to19,,,1752875646947
Blood Pressure,keypad press,1,1,1752875647725
Blood Pressure,keypad press,2,12,1752875648095
Blood Pressure,keypad press,11,120,1752875648807
Blood Pressure,keypad press,8,1208,1752875649336
Blood Pressure,keypad press,11,12080,1752875649823
Blood Pressure,show action buttons,,,1752875650446
Blood Pressure,keypad press,10,12080,1752875650447
emergency,trying to change destination to19,,,1752875651960
Blood Pressure,log,,,1752875652061
Blood Pressure,log,,,1752875652061
Blood Pressure,log,,,1752875653074
Blood Pressure,save,,,1752875654469
Blood Pressure,save,,,1752875654470
Blood Pressure,save,,,1752875655486
submit,submit,,,1752875656701
submit,submit,,,1752875656702
emergency,trying to change destination to19,,,1752875656965
speak text,Receieved text and level:Vitals received and stable.normal,,,1752875659407
Jarvis speaking,Message: Vitals received and stable. Stress level: normal,,,1752875659408
emergency,trying to change destination to19,,,1752875661977
speak text,Receieved text and level:All clear. Enjoy the flightnormal,,,1752875665703
Jarvis speaking,Message: All clear. Enjoy the flight Stress level: normal,,,1752875665703
emergency,trying to change destination to19,,,1752875666935
emergency,trying to change destination to19,,,1752875671949
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752875675001
radio update,radio update asked,,,1752875675001
radio prompt,radio update prompt 1,,,1752875675002
emergency,trying to change destination to19,,,1752875676947
emergency,trying to change destination to19,,,1752875681947
emergency,trying to change destination to19,,,1752875686965
emergency,trying to change destination to19,,,1752875691950
speak text,Receieved text and level:This is Jarvis. Did you talk to me?normal,,,1752875696026
Jarvis speaking,Message: This is Jarvis. Did you talk to me? Stress level: normal,,,1752875696027
emergency,trying to change destination to19,,,1752875696955
emergency,trying to change destination to19,,,1752875701970
emergency,trying to change destination to19,,,1752875706947
speak text,Receieved text and level:ok. Enjoy the flightnormal,,,1752875709569
Jarvis speaking,Message: ok. Enjoy the flight Stress level: normal,,,1752875709569
emergency,trying to change destination to19,,,1752875711961
emergency,trying to change destination to19,,,1752875716966
emergency,trying to change destination to19,,,1752875721946
emergency,trying to change destination to19,,,1752875726959
emergency,trying to change destination to19,,,1752875731937
map,selected helipad,,,1752875735785
emergency,trying to change destination to19,,,1752875736946
emergency,trying to change destination to19,,,1752875741958
emergency,trying to change destination to19,,,1752875746970
emergency,trying to change destination to19,,,1752875751951
speak text,Receieved text and level:How is the flight so far?normal,,,1752875755783
Jarvis speaking,Message: How is the flight so far? Stress level: normal,,,1752875755783
emergency,trying to change destination to19,,,1752875756973
inflight,displaying vitals prompt,,,1752875758349
vitals prompt,log vitals prompted,,,1752875758354
vitals prompt,vitals_prompt 2,,,1752875758356
emergency,trying to change destination to19,,,1752875761969
,user acknowledged vitals prompt,,,1752875762663
