page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752614796144
Heart Rate,keypad open,,,1752614796144
Heart Rate,show action buttons,,,1752614796145
speak text,Receieved text and level:Are you ready to start?normal,,,1752614831883
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752614831884
,Controller Executing: click on start-button with value: undefined,,,1752614835213
index,confirm button pressed,,,1752614835213
,,,,
map,selected helipad,,,1752614836271
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752614837810
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752614837810
,,,,
checklist,opened page,,,1752614841860
map,selected helipad,,,1752614842809
checklist,toggled checkbox,,,1752614845428
checklist,toggled checkbox,,,1752614847503
checklist,toggled checkbox,,,1752614849532
checklist,showing confirm button,,,1752614849533
checklist,confirm button clicked,,,1752614851696
countdown,opened page,,,1752614851766
map,selected helipad,,,1752614852743
countdown,countdown now 4,,,1752614852768
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752614852890
countdown,countdown now 3,,,1752614853769
countdown,countdown now 2,,,1752614854767
countdown,countdown now 1,,,1752614855771
countdown,countdown now 0,,,1752614856772
countdown,countdown complete,,,1752614857766
,Starting prompt cycle,,,1752614858196
,Starting prompt cycle,,,1752614858224
map,selected helipad,,,1752614858888
emergency,trying to change destination to100,,,1752614862930
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752614866574
radio update,radio update asked,,,1752614866574
radio prompt,radio update prompt 1,,,1752614866575
emergency,trying to change destination to19,,,1752614867942
emergency,trying to change destination to19,,,1752614872920
emergency,trying to change destination to19,,,1752614877930
emergency,trying to change destination to19,,,1752614882941
emergency,trying to change destination to19,,,1752614887950
emergency,trying to change destination to19,,,1752614892929
emergency,trying to change destination to19,,,1752614897936
emergency,trying to change destination to19,,,1752614902927
emergency,trying to change destination to19,,,1752614907928
emergency,trying to change destination to19,,,1752614912938
emergency,trying to change destination to19,,,1752614917949
emergency,trying to change destination to19,,,1752614922933
emergency,trying to change destination to19,,,1752614927939
inflight,displaying vitals prompt,,,1752614931274
vitals prompt,log vitals prompted,,,1752614931275
vitals prompt,vitals_prompt 1,,,1752614931276
emergency,trying to change destination to19,,,1752614932946
,user acknowledged vitals prompt,,,1752614935660
Heart Rate,opened sensor tab,,,1752614936658
emergency,trying to change destination to19,,,1752614937932
Heart Rate,capture,,,1752614938531
Heart Rate,capture,,,1752614939541
Heart Rate,keypad open,,,1752614939542
Heart Rate,keypad press,5,5,1752614940517
Heart Rate,keypad press,5,55,1752614940739
Heart Rate,show action buttons,,,1752614941355
Heart Rate,keypad press,10,55,1752614941355
Heart Rate,log,,,1752614942323
Heart Rate,log,,,1752614942323
emergency,trying to change destination to19,,,1752614942940
Heart Rate,log,,,1752614943337
Heart Rate,save,,,1752614943876
Heart Rate,save,,,1752614944897
O₂ Saturation,opened sensor tab,,,1752614945411
vitals prompt,auto off vitals prompt,,,1752614946275
O₂ Saturation,capture,,,1752614946347
O₂ Saturation,capture,,,1752614946347
O₂ Saturation,capture,,,1752614947363
O₂ Saturation,keypad open,,,1752614947363
O₂ Saturation,keypad press,1,1,1752614947898
emergency,trying to change destination to19,,,1752614947916
O₂ Saturation,keypad press,11,10,1752614948755
O₂ Saturation,keypad press,11,100,1752614948995
O₂ Saturation,show action buttons,,,1752614949484
O₂ Saturation,keypad press,10,100,1752614949484
O₂ Saturation,log,,,1752614950388
O₂ Saturation,log,,,1752614950389
O₂ Saturation,log,,,1752614951402
O₂ Saturation,save,,,1752614951890
O₂ Saturation,save,,,1752614951891
O₂ Saturation,save,,,1752614952911
emergency,trying to change destination to19,,,1752614952925
Blood Pressure,opened sensor tab,,,1752614953560
Blood Pressure,capture,,,1752614954832
Blood Pressure,keypad open,,,1752614955849
Blood Pressure,keypad press,1,1,1752614956651
Blood Pressure,keypad press,2,12,1752614957179
Blood Pressure,keypad press,11,120,1752614957852
emergency,trying to change destination to19,,,1752614957937
Blood Pressure,keypad press,8,1208,1752614958443
Blood Pressure,keypad press,11,12080,1752614958970
Blood Pressure,show action buttons,,,1752614959595
Blood Pressure,keypad press,10,12080,1752614959596
Blood Pressure,log,,,1752614960356
Blood Pressure,log,,,1752614961366
Blood Pressure,save,,,1752614961619
Blood Pressure,save,,,1752614962636
emergency,trying to change destination to19,,,1752614962918
submit,submit,,,1752614963691
submit,submit,,,1752614963692
speak text,Receieved text and level:Vitals received.normal,,,1752614966736
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1752614966736
emergency,trying to change destination to19,,,1752614967929
emergency,trying to change destination to19,,,1752614972937
emergency,trying to change destination to19,,,1752614977931
emergency,trying to change destination to19,,,1752614982928
speak text,Receieved text and level:Are you enjoying the flight?normal,,,1752614985227
Jarvis speaking,Message: Are you enjoying the flight? Stress level: normal,,,1752614985229
emergency,trying to change destination to19,,,1752614987921
emergency,trying to change destination to19,,,1752614992946
speak text,Receieved text and level:May I show you the map?normal,,,1752614993599
Jarvis speaking,Message: May I show you the map? Stress level: normal,,,1752614993600
emergency,trying to change destination to19,,,1752614997928
speak text,Receieved text and level:Opening mapnormal,,,1752615001127
Jarvis speaking,Message: Opening map Stress level: normal,,,1752615001128
map,show map,,,1752615001882
map,selected helipad,,,1752615001883
map,selected helipad,,,1752615002410
emergency,trying to change destination to19,,,1752615002942
emergency,trying to change destination to19,,,1752615007932
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752615012184
radio update,radio update asked,,,1752615012185
radio prompt,radio update prompt 2,,,1752615012185
emergency,trying to change destination to19,,,1752615012931
emergency,trying to change destination to19,,,1752615017939
emergency,trying to change destination to19,,,1752615022911
emergency,trying to change destination to19,,,1752615027930
emergency,trying to change destination to19,,,1752615032947
map,hide map,,,1752615032947
Inflight,showing emergency: low Sensor Miscalibrated <div> Report the reading from the secondary altitude gauge</div>,,,1752615032948
Jarvis speaking,"Message: Primary Altitude sensor miscalibrated. Request reading from secondary altitude gauge, left panel, second dial. Stress level: normal",,,1752615032949
emergency,trying to change destination to19,,,1752615037916
inflight,displaying vitals prompt,,,1752615040717
vitals prompt,log vitals prompted,,,1752615040717
vitals prompt,vitals_prompt 2,,,1752615040717
emergency,trying to change destination to19,,,1752615042936
speak text,"Receieved text and level:Please, Inform current altitude.normal",,,1752615044102
Jarvis speaking,"Message: Please, Inform current altitude. Stress level: normal",,,1752615044102
emergency,trying to change destination to19,,,1752615047939
speak text,"Receieved text and level:Please, Inform current altitude.normal",,,1752615051790
Jarvis speaking,"Message: Please, Inform current altitude. Stress level: normal",,,1752615051791
emergency,trying to change destination to19,,,1752615052933
vitals prompt,auto off vitals prompt,,,1752615055717
emergency,trying to change destination to19,,,1752615057918
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752615062649
radio update,radio update asked,,,1752615062650
radio prompt,radio update prompt 3,,,1752615062650
emergency,trying to change destination to19,,,1752615062944
emergency,trying to change destination to19,,,1752615067947
Jarvis speaking,Message: Copy. Sensor miscalibration likely. WARNING CLEARED. System status: Normal. Continuing course. Stress level: normal,,,1752615068069
Heart Rate,opened sensor tab,,,1752615071011
Heart Rate,capture,,,1752615072258
emergency,trying to change destination to19,,,1752615072929
Heart Rate,capture,,,1752615073271
Heart Rate,keypad open,,,1752615073272
Heart Rate,keypad press,5,5,1752615074219
Heart Rate,keypad press,5,55,1752615074451
Heart Rate,show action buttons,,,1752615075043
Heart Rate,keypad press,10,55,1752615075043
Heart Rate,log,,,1752615076058
Heart Rate,log,,,1752615076059
Heart Rate,log,,,1752615077076
Heart Rate,save,,,1752615077427
Heart Rate,save,,,1752615077428
emergency,trying to change destination to19,,,1752615077937
Heart Rate,save,,,1752615078444
O₂ Saturation,opened sensor tab,,,1752615079003
O₂ Saturation,capture,,,1752615079851
O₂ Saturation,capture,,,1752615080863
O₂ Saturation,keypad open,,,1752615080863
O₂ Saturation,keypad press,1,1,1752615081506
O₂ Saturation,keypad press,11,10,1752615082299
O₂ Saturation,keypad press,11,100,1752615082515
O₂ Saturation,show action buttons,,,1752615082964
O₂ Saturation,keypad press,10,100,1752615082966
emergency,trying to change destination to19,,,1752615082946
O₂ Saturation,log,,,1752615083682
O₂ Saturation,log,,,1752615083684
O₂ Saturation,log,,,1752615084704
O₂ Saturation,save,,,1752615084923
O₂ Saturation,save,,,1752615084924
O₂ Saturation,save,,,1752615085935
Blood Pressure,opened sensor tab,,,1752615086803
emergency,trying to change destination to19,,,1752615087928
Blood Pressure,capture,,,1752615088491
Blood Pressure,capture,,,1752615089507
Blood Pressure,keypad open,,,1752615089510
Blood Pressure,keypad press,1,1,1752615090283
Blood Pressure,keypad press,2,12,1752615090676
