page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752611546675
Heart Rate,capture,,,1752611550220
Heart Rate,capture,,,1752611551239
Heart Rate,keypad open,,,1752611551239
Heart Rate,keypad press,5,5,1752611560588
Heart Rate,keypad press,5,55,1752611561006
Heart Rate,keypad press,10,55,1752611563196
Heart Rate,log,,,1752611565307
Heart Rate,log,,,1752611565308
Heart Rate,log,,,1752611566325
Heart Rate,save,,,1752611567588
Heart Rate,save,,,1752611567588
Heart Rate,save,,,1752611568606
O₂ Saturation,opened sensor tab,,,1752611571828
O₂ Saturation,capture,,,1752611581435
O₂ Saturation,capture,,,1752611581436
O₂ Saturation,capture,,,1752611582446
O₂ Saturation,keypad open,,,1752611582446
O₂ Saturation,keypad press,1,1,1752611583404
O₂ Saturation,keypad press,11,10,1752611584021
O₂ Saturation,keypad press,11,100,1752611584229
O₂ Saturation,show action buttons,,,1752611586653
O₂ Saturation,keypad press,10,100,1752611586655
O₂ Saturation,log,,,1752611587948
O₂ Saturation,log,,,1752611587948
O₂ Saturation,log,,,1752611588960
O₂ Saturation,save,,,1752611589620
O₂ Saturation,save,,,1752611590635
Blood Pressure,opened sensor tab,,,1752611592180
Blood Pressure,capture,,,1752611596837
Blood Pressure,capture,,,1752611597854
Blood Pressure,keypad open,,,1752611597854
Blood Pressure,keypad press,1,1,1752611598685
Blood Pressure,keypad press,2,12,1752611599197
Blood Pressure,keypad press,11,120,1752611600412
Blood Pressure,keypad press,8,1208,1752611602909
Blood Pressure,keypad press,11,12080,1752611603940
Blood Pressure,show action buttons,,,1752611604532
Blood Pressure,keypad press,10,12080,1752611604533
Blood Pressure,log,,,1752611605853
Blood Pressure,log,,,1752611606870
Blood Pressure,save,,,1752611606884
Blood Pressure,save,,,1752611607903
submit,submit,,,1752611608765
,Controller Executing: click on start-button with value: undefined,,,1752611646709
index,confirm button pressed,,,1752611646709
,,,,
map,selected helipad,,,1752611647775
speak text,Receieved text and level:Are you ready to start?normal,,,1752611653297
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752611653298
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752611658279
,Controller Executing: click on confirm-button with value: undefined,,,1752611663593
,,,,
checklist,opened page,,,1752611663697
map,selected helipad,,,1752611664675
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1752611666086
Jarvis speaking,Message: Put on your seatbelts and ensure that all equipments are secure Stress level: normal,,,1752611666086
checklist,toggled checkbox,,,1752611680483
checklist,toggled checkbox,,,1752611684015
checklist,toggled checkbox,,,1752611687224
checklist,showing confirm button,,,1752611687225
,Controller Executing: click on confirm-button with value: undefined,,,1752611688863
checklist,confirm button clicked,,,1752611688864
countdown,opened page,,,1752611688944
map,selected helipad,,,1752611689917
countdown,countdown now 4,,,1752611689950
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752611690499
countdown,countdown now 3,,,1752611690951
countdown,countdown now 2,,,1752611691946
countdown,countdown now 1,,,1752611692945
countdown,countdown now 0,,,1752611693955
countdown,countdown complete,,,1752611694949
,Starting prompt cycle,,,1752611695587
,Starting prompt cycle,,,1752611695617
map,selected helipad,,,1752611696057
emergency,trying to change destination to100,,,1752611700108
inflight,displaying vitals prompt,,,1752611701619
vitals prompt,log vitals prompted,,,1752611701619
