page,action,key,value,timestamp
Heart Rate,opened sensor tab,,,1752703275962
Heart Rate,show action buttons,,,1752703275964
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752703305851
index,confirm button pressed,,,1752703308660
,,,,
map,selected helipad,,,1752703309727
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752703310148
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752703310148
,Controller Executing: click on confirm-button with value: undefined,,,1752703314779
,,,,
checklist,opened page,,,1752703314877
map,selected helipad,,,1752703315847
checklist,toggled checkbox,,,1752703320481
checklist,toggled checkbox,,,1752703323094
checklist,toggled checkbox,,,1752703325007
checklist,showing confirm button,,,1752703325008
,Controller Executing: click on confirm-button with value: undefined,,,1752703327387
checklist,confirm button clicked,,,1752703327387
countdown,opened page,,,1752703327466
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752703328374
map,selected helipad,,,1752703328442
countdown,countdown now 4,,,1752703328473
countdown,countdown now 3,,,1752703329467
countdown,countdown now 2,,,1752703330467
countdown,countdown now 1,,,1752703331467
countdown,countdown now 0,,,1752703332468
countdown,countdown complete,,,1752703333467
,Starting prompt cycle,,,1752703334029
,Starting prompt cycle,,,1752703334061
map,selected helipad,,,1752703334572
inflight,displaying vitals prompt,,,1752703337537
vitals prompt,log vitals prompted,,,1752703337538
vitals prompt,vitals_prompt 1,,,1752703337538
emergency,trying to change destination to100,,,1752703338624
,user acknowledged vitals prompt,,,1752703341114
emergency,trying to change destination to19,,,1752703343629
Heart Rate,opened sensor tab,,,1752703344501
Heart Rate,capture,,,1752703346548
Heart Rate,capture,,,1752703346548
Heart Rate,keypad open,,,1752703347561
emergency,trying to change destination to19,,,1752703348604
Heart Rate,keypad press,5,5,1752703349421
Heart Rate,keypad press,5,55,1752703350320
Heart Rate,show action buttons,,,1752703351491
Heart Rate,keypad press,10,55,1752703351492
vitals prompt,auto off vitals prompt,,,1752703352539
Heart Rate,log,,,1752703352873
Heart Rate,log,,,1752703352873
emergency,trying to change destination to19,,,1752703353618
Heart Rate,log,,,1752703353890
Heart Rate,save,,,1752703355677
Heart Rate,save,,,1752703355677
Heart Rate,save,,,1752703356697
O₂ Saturation,opened sensor tab,,,1752703357023
emergency,trying to change destination to19,,,1752703358631
O₂ Saturation,capture,,,1752703359747
O₂ Saturation,capture,,,1752703359747
O₂ Saturation,capture,,,1752703360761
O₂ Saturation,keypad open,,,1752703360763
O₂ Saturation,keypad press,1,1,1752703362005
O₂ Saturation,keypad press,11,10,1752703363163
O₂ Saturation,keypad press,11,100,1752703363485
emergency,trying to change destination to19,,,1752703363639
O₂ Saturation,show action buttons,,,1752703364529
O₂ Saturation,keypad press,10,100,1752703364529
O₂ Saturation,log,,,1752703365982
O₂ Saturation,log,,,1752703367004
O₂ Saturation,save,,,1752703367021
O₂ Saturation,save,,,1752703367021
O₂ Saturation,save,,,1752703368034
Blood Pressure,opened sensor tab,,,1752703368660
emergency,trying to change destination to19,,,1752703368620
Blood Pressure,capture,,,1752703370493
Blood Pressure,capture,,,1752703370494
Blood Pressure,capture,,,1752703371511
Blood Pressure,keypad open,,,1752703371512
