page,action,key,value,timestamp
index,opened page,,,1752701934172
map,selected helipad,,,1752701935024
Heart Rate,opened sensor tab,,,1752701944216
Heart Rate,keypad open,,,1752701944217
Heart Rate,show action buttons,,,1752701944217
speak text,Receieved text and level:Are you ready to start?normal,,,1752702042326
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752702042326
,Controller Executing: click on start-button with value: undefined,,,1752702046491
index,confirm button pressed,,,1752702046492
,,,,
map,selected helipad,,,1752702047552
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752702047870
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752702047871
,Controller Executing: click on confirm-button with value: undefined,,,1752702053190
checklist,opened page,,,1752702053279
map,selected helipad,,,1752702054243
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1752702054819
checklist,toggled checkbox,,,1752702064197
checklist,toggled checkbox,,,1752702066214
checklist,showing confirm button,,,1752702069162
,Controller Executing: click on confirm-button with value: undefined,,,1752702070791
checklist,confirm button clicked,,,1752702070791
countdown,opened page,,,1752702070860
map,selected helipad,,,1752702071845
countdown,countdown now 4,,,1752702071861
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752702072105
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752702072106
countdown,countdown now 3,,,1752702072863
countdown,countdown now 2,,,1752702073861
countdown,countdown now 1,,,1752702074860
countdown,countdown now 0,,,1752702075865
countdown,countdown complete,,,1752702076866
,Starting prompt cycle,,,1752702077286
,Starting prompt cycle,,,1752702077312
map,selected helipad,,,1752702077980
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752702078846
radio update,radio update asked,,,1752702078846
radio prompt,radio update prompt 1,,,1752702078847
emergency,trying to change destination to100,,,1752702082031
emergency,trying to change destination to19,,,1752702087042
emergency,trying to change destination to19,,,1752702092048
speak text,Receieved text and level:Opening mapnormal,,,1752702092777
map,show map,,,1752702093486
map,selected helipad,,,1752702093487
map,selected helipad,,,1752702093997
emergency,trying to change destination to19,,,1752702097049
emergency,trying to change destination to19,,,1752702102043
emergency,trying to change destination to19,,,1752702107050
speak text,Receieved text and level:This is Jarvis. Call me if you need any helpnormal,,,1752702110627
Jarvis speaking,Message: This is Jarvis. Call me if you need any help Stress level: normal,,,1752702110627
emergency,trying to change destination to19,,,1752702112028
emergency,trying to change destination to19,,,1752702117041
emergency,trying to change destination to19,,,1752702122051
emergency,trying to change destination to19,,,1752702127032
emergency,trying to change destination to19,,,1752702132040
inflight,displaying vitals prompt,,,1752702136953
vitals prompt,log vitals prompted,,,1752702136954
vitals prompt,vitals_prompt 1,,,1752702136954
emergency,trying to change destination to19,,,1752702137049
emergency,trying to change destination to19,,,1752702142034
emergency,trying to change destination to19,,,1752702147041
,user acknowledged vitals prompt,,,1752702151132
vitals prompt,auto off vitals prompt,,,1752702151955
emergency,trying to change destination to19,,,1752702152049
Heart Rate,capture,,,1752702153599
Heart Rate,capture,,,1752702153599
Heart Rate,keypad open,,,1752702154618
Heart Rate,keypad press,5,5,1752702155969
Heart Rate,keypad press,5,55,1752702156291
emergency,trying to change destination to19,,,1752702157035
Heart Rate,keypad press,10,55,1752702157610
Heart Rate,log,,,1752702159151
Heart Rate,log,,,1752702160168
Heart Rate,save,,,1752702160387
Heart Rate,save,,,1752702161404
emergency,trying to change destination to19,,,1752702162038
O₂ Saturation,opened sensor tab,,,1752702163305
O₂ Saturation,capture,,,1752702165264
O₂ Saturation,capture,,,1752702165266
O₂ Saturation,capture,,,1752702166278
O₂ Saturation,keypad open,,,1752702166279
emergency,trying to change destination to19,,,1752702167051
O₂ Saturation,keypad press,1,1,1752702167755
O₂ Saturation,keypad press,11,10,1752702168635
O₂ Saturation,keypad press,11,100,1752702168979
O₂ Saturation,keypad press,10,100,1752702171190
emergency,trying to change destination to19,,,1752702172032
O₂ Saturation,log,,,1752702173122
O₂ Saturation,log,,,1752702174138
O₂ Saturation,save,,,1752702174404
O₂ Saturation,save,,,1752702174405
O₂ Saturation,save,,,1752702175419
Blood Pressure,opened sensor tab,,,1752702176688
emergency,trying to change destination to19,,,1752702177042
Blood Pressure,capture,,,1752702178714
Blood Pressure,capture,,,1752702178716
Blood Pressure,capture,,,1752702179731
Blood Pressure,keypad open,,,1752702179731
Blood Pressure,keypad press,2,2,1752702181595
emergency,trying to change destination to19,,,1752702182052
Blood Pressure,keypad press,12,0,1752702183499
Blood Pressure,keypad press,1,1,1752702185047
Blood Pressure,keypad press,2,12,1752702185949
emergency,trying to change destination to19,,,1752702187030
Blood Pressure,keypad press,11,120,1752702187319
Blood Pressure,keypad press,8,1208,1752702188253
Blood Pressure,keypad press,11,12080,1752702189462
Blood Pressure,show action buttons,,,1752702190333
Blood Pressure,keypad press,10,12080,1752702190333
Blood Pressure,log,,,1752702191898
Blood Pressure,log,,,1752702191898
emergency,trying to change destination to19,,,1752702192041
Blood Pressure,save,,,1752702192895
Blood Pressure,save,,,1752702192895
Blood Pressure,log,,,1752702192917
Blood Pressure,save,,,1752702194113
Blood Pressure,save,,,1752702194113
Blood Pressure,save,,,1752702195125
emergency,trying to change destination to19,,,1752702197056
submit,submit,,,1752702197144
submit,submit,,,1752702197147
speak text,Receieved text and level:Vitals received.normal,,,1752702198230
Jarvis speaking,Message: Vitals received. Stress level: normal,,,1752702198230
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752702198397
radio update,radio update asked,,,1752702198397
radio prompt,radio update prompt 2,,,1752702198398
emergency,trying to change destination to19,,,1752702202062
speak text,Receieved text and level:Vitals stable. Enjoy the flightnormal,,,1752702205084
Jarvis speaking,Message: Vitals stable. Enjoy the flight Stress level: normal,,,1752702205085
emergency,trying to change destination to19,,,1752702207042
emergency,trying to change destination to19,,,1752702212050
emergency,trying to change destination to19,,,1752702217035
emergency,trying to change destination to19,,,1752702222040
emergency,trying to change destination to19,,,1752702227056
inflight,displaying vitals prompt,,,1752702229207
vitals prompt,log vitals prompted,,,1752702229207
vitals prompt,vitals_prompt 2,,,1752702229208
speak text,Receieved text and level:How is the flight so far?normal,,,1752702229228
Jarvis speaking,Message: How is the flight so far? Stress level: normal,,,1752702229228
emergency,trying to change destination to19,,,1752702232032
,user acknowledged vitals prompt,,,1752702235036
speak text,Receieved text and level:Thanksnormal,,,1752702235981
Jarvis speaking,Message: Thanks Stress level: normal,,,1752702235981
Blood Pressure,capture,,,1752702236821
Blood Pressure,capture,,,1752702236821
emergency,trying to change destination to19,,,1752702237042
Blood Pressure,capture,,,1752702237833
Blood Pressure,keypad open,,,1752702237833
Blood Pressure,keypad press,1,1,1752702238967
Blood Pressure,keypad press,2,12,1752702239667
Blood Pressure,keypad press,11,120,1752702240940
emergency,trying to change destination to19,,,1752702242055
Blood Pressure,keypad press,8,1208,1752702242451
Blood Pressure,keypad press,11,12080,1752702243443
