page,action,key,value,timestamp
index,confirm button pressed,,,1752701060486
,,,,
map,selected helipad,,,1752701061558
speak text,Receieved text and level:Are you ready to start?normal,,,1752701065694
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752701065695
index,opened page,,,1752701100462
map,selected helipad,,,1752701101378
speak text,Receieved text and level:Are you ready to start?normal,,,1752701125022
Jarvis speaking,Message: Are you ready to start? Stress level: normal,,,1752701125023
index,confirm button pressed,,,1752701129503
,,,,
map,selected helipad,,,1752701130562
speak text,Receieved text and level:Please confirm the destination Emory University Hospitalnormal,,,1752701132369
Jarvis speaking,Message: Please confirm the destination Emory University Hospital Stress level: normal,,,1752701132370
,Controller Executing: click on confirm-button with value: undefined,,,1752701137676
,,,,
checklist,opened page,,,1752701137765
map,selected helipad,,,1752701138750
speak text,Receieved text and level:Put on your seatbelts and ensure that all equipments are securenormal,,,1752701139717
checklist,toggled checkbox,,,1752701156523
checklist,toggled checkbox,,,1752701158943
checklist,toggled checkbox,,,1752701161126
checklist,showing confirm button,,,1752701161127
,Controller Executing: click on confirm-button with value: undefined,,,1752701162970
checklist,confirm button clicked,,,1752701162970
countdown,opened page,,,1752701163050
map,selected helipad,,,1752701164028
countdown,countdown now 4,,,1752701164059
speak text,"Receieved text and level:Acknowledge, Taking Offnormal",,,1752701164436
Jarvis speaking,"Message: Acknowledge, Taking Off Stress level: normal",,,1752701164436
countdown,countdown now 3,,,1752701165056
countdown,countdown now 2,,,1752701166059
countdown,countdown now 1,,,1752701167059
countdown,countdown now 0,,,1752701168051
countdown,countdown complete,,,1752701169051
,Starting prompt cycle,,,1752701169342
,Starting prompt cycle,,,1752701169369
map,selected helipad,,,1752701170150
inflight,displaying vitals prompt,,,1752701178316
vitals prompt,log vitals prompted,,,1752701178316
vitals prompt,vitals_prompt 1,,,1752701178317
,user acknowledged vitals prompt,,,1752701185888
Blood Pressure,opened sensor tab,,,1752701190127
vitals prompt,auto off vitals prompt,,,1752701193316
Blood Pressure,capture,,,1752701194631
Blood Pressure,capture,,,1752701194632
Blood Pressure,capture,,,1752701195649
Blood Pressure,keypad open,,,1752701195649
Blood Pressure,keypad press,1,1,1752701197692
Blood Pressure,keypad press,2,12,1752701198497
Blood Pressure,keypad press,11,120,1752701200023
Blood Pressure,keypad press,8,1208,1752701201591
Blood Pressure,keypad press,11,12080,1752701203665
Blood Pressure,keypad press,9,120809,1752701204649
Blood Pressure,keypad press,12,12080,1752701206323
Blood Pressure,show action buttons,,,1752701207513
Blood Pressure,keypad press,10,12080,1752701207514
Blood Pressure,log,,,1752701209201
Blood Pressure,log,,,1752701209202
Blood Pressure,log,,,1752701210220
Blood Pressure,save,,,1752701211280
Blood Pressure,save,,,1752701212298
O₂ Saturation,opened sensor tab,,,1752701217451
O₂ Saturation,capture,,,1752701219665
O₂ Saturation,capture,,,1752701219665
O₂ Saturation,capture,,,1752701220677
O₂ Saturation,keypad open,,,1752701220679
O₂ Saturation,keypad press,1,1,1752701223621
O₂ Saturation,keypad press,11,10,1752701225035
O₂ Saturation,keypad press,11,100,1752701225651
O₂ Saturation,show action buttons,,,1752701226612
O₂ Saturation,keypad press,10,100,1752701226612
O₂ Saturation,log,,,1752701228878
O₂ Saturation,log,,,1752701228879
O₂ Saturation,log,,,1752701229892
O₂ Saturation,save,,,1752701230415
O₂ Saturation,save,,,1752701230416
O₂ Saturation,save,,,1752701231430
Heart Rate,opened sensor tab,,,1752701233301
Heart Rate,capture,,,1752701236659
Heart Rate,capture,,,1752701236660
Heart Rate,capture,,,1752701237673
Heart Rate,keypad open,,,1752701237674
Heart Rate,keypad press,5,5,1752701239385
Heart Rate,keypad press,5,55,1752701239867
Heart Rate,show action buttons,,,1752701241322
Heart Rate,keypad press,10,55,1752701241322
Heart Rate,log,,,1752701242456
Heart Rate,log,,,1752701243476
